start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
2018-07-25 14:17:26,4827443609876,4827443609876,2018-07-25 14:17:27,2018-07-25 15:19:26,62,7,7,8,8,1
2018-07-16 06:37:34,3964181473939,3964181473939,2018-07-16 06:37:35,2018-07-16 08:11:34,94,7,7,2,2,2
2018-07-24 23:49:50,0579000255333,0579000255333,2018-07-24 23:49:51,2018-07-25 00:08:50,19,9,9,0,0,1
2018-07-03 20:28:08,5614300468102,5614300468102,2018-07-03 20:28:09,2018-07-03 21:09:08,41,1,1,7,7,1
2018-07-03 00:18:48,9422667362759,9422667362759,2018-07-03 00:18:49,2018-07-03 01:40:48,82,2,2,1,1,1
2018-07-05 17:49:06,9618525787995,9618525787995,2018-07-05 17:49:07,2018-07-05 18:40:06,51,7,7,2,2,2
2018-07-21 21:07:11,7761257645494,7761257645494,2018-07-21 21:07:12,2018-07-21 21:54:11,47,5,5,9,9,1
2018-07-16 10:27:37,5108968100085,5108968100085,2018-07-16 10:27:38,2018-07-16 11:24:37,57,4,4,1,1,1
2018-07-29 16:33:32,2552826612866,2552826612866,2018-07-29 16:33:33,2018-07-29 17:10:32,37,1,1,0,0,1
2018-07-22 07:22:58,0816650172926,0816650172926,2018-07-22 07:22:59,2018-07-22 07:22:58,0,9,9,1,1,1
2018-07-28 05:36:09,7212847842801,7212847842801,2018-07-28 05:36:10,2018-07-28 07:15:09,99,1,1,3,3,1
2018-07-17 16:50:06,0942261433803,0942261433803,2018-07-17 16:50:07,2018-07-17 18:22:06,92,6,6,7,7,2
2018-07-19 23:53:48,4241903722354,4241903722354,2018-07-19 23:53:49,2018-07-20 00:33:48,40,9,9,5,5,2
2018-07-27 16:50:19,5862802386043,5862802386043,2018-07-27 16:50:20,2018-07-27 17:21:19,31,9,9,5,5,1
2018-07-03 21:51:56,0480511636271,0480511636271,2018-07-03 21:51:57,2018-07-03 22:26:56,35,5,5,6,6,1
2018-07-07 22:36:39,1504422206133,1504422206133,2018-07-07 22:36:40,2018-07-07 23:36:39,60,5,5,3,3,1
2018-07-24 03:10:30,8033104610198,8033104610198,2018-07-24 03:10:31,2018-07-24 03:58:30,48,8,8,7,7,2
2018-07-21 23:42:01,8940102856800,8940102856800,2018-07-21 23:42:02,2018-07-22 01:03:01,81,4,4,3,3,2
2018-07-25 08:21:38,5749171748417,5749171748417,2018-07-25 08:21:39,2018-07-25 09:44:38,83,6,6,2,2,1
2018-07-17 21:04:05,0976761441515,0976761441515,2018-07-17 21:04:06,2018-07-17 21:47:05,43,5,5,6,6,1
