start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
29-11-2018 15:14,3494334447730,3494334447730,29-11-2018 15:14,29-11-2018 15:35,21,1,1,8,8,2
04-11-2018 14:16,0671998873045,0671998873045,04-11-2018 14:16,04-11-2018 15:49,93,5,5,1,1,2
18-11-2018 17:26,1036789660900,1036789660900,18-11-2018 17:26,18-11-2018 17:54,28,3,3,1,1,2
22-11-2018 21:01,2942736932995,2942736932995,22-11-2018 21:01,22-11-2018 22:35,94,2,2,3,3,2
26-11-2018 10:04,9153396165559,9153396165559,26-11-2018 10:04,26-11-2018 11:35,91,1,1,8,8,2
22-11-2018 23:20,9216884381944,9216884381944,22-11-2018 23:20,23-11-2018 00:17,57,2,2,3,3,2
13-11-2018 16:35,8273128049151,8273128049151,13-11-2018 16:35,13-11-2018 17:07,32,8,8,0,0,1
09-11-2018 19:26,9082879237543,9082879237543,09-11-2018 19:26,09-11-2018 20:53,87,0,0,8,8,1
12-11-2018 22:04,9007455648827,9007455648827,12-11-2018 22:04,12-11-2018 22:40,36,2,2,6,6,1
26-11-2018 15:05,5742348253010,5742348253010,26-11-2018 15:05,26-11-2018 15:13,8,1,1,6,6,1
02-11-2018 13:18,7341441852048,7341441852048,02-11-2018 13:18,02-11-2018 13:53,35,1,1,8,8,1
02-11-2018 01:17,3893628990213,3893628990213,02-11-2018 01:17,02-11-2018 02:42,85,6,6,5,5,1
08-11-2018 09:41,4508205448263,4508205448263,08-11-2018 09:41,08-11-2018 09:58,17,0,0,2,2,2
20-11-2018 18:56,5425422116943,5425422116943,20-11-2018 18:56,20-11-2018 19:37,41,5,5,1,1,2
19-11-2018 02:05,7996938939245,7996938939245,19-11-2018 02:05,19-11-2018 02:30,25,1,1,7,7,2
02-11-2018 23:13,4430352995648,4430352995648,02-11-2018 23:13,02-11-2018 23:57,44,4,4,6,6,1
14-11-2018 19:43,6733010838539,6733010838539,14-11-2018 19:43,14-11-2018 20:31,48,7,7,4,4,1
01-11-2018 16:21,6601173289995,6601173289995,01-11-2018 16:21,01-11-2018 17:34,73,1,1,9,9,2
13-11-2018 15:07,0406990566387,0406990566387,13-11-2018 15:07,13-11-2018 15:48,41,9,9,5,5,1
20-11-2018 23:24,9633953975963,9633953975963,20-11-2018 23:24,21-11-2018 00:20,56,2,2,6,6,1
07-11-2018 03:32,4258930768217,4258930768217,07-11-2018 03:32,07-11-2018 05:02,90,4,4,1,1,2
11-11-2018 06:24,4697878608389,4697878608389,11-11-2018 06:24,11-11-2018 06:57,33,0,0,2,2,1
04-11-2018 22:20,5189807547714,5189807547714,04-11-2018 22:20,04-11-2018 22:26,6,2,2,8,8,2
27-11-2018 12:21,1656337484792,1656337484792,27-11-2018 12:21,27-11-2018 13:37,76,3,3,1,1,2
27-11-2018 03:35,5536178758374,5536178758374,27-11-2018 03:35,27-11-2018 04:58,83,7,7,5,5,1
29-11-2018 05:22,9832336715008,9832336715008,29-11-2018 05:22,29-11-2018 05:26,4,5,5,2,2,1
04-11-2018 21:27,6144640846158,6144640846158,04-11-2018 21:27,04-11-2018 22:55,88,5,5,2,2,1
15-11-2018 06:31,0844157999849,0844157999849,15-11-2018 06:32,15-11-2018 07:50,79,9,9,4,4,2
18-11-2018 18:22,8062895623159,8062895623159,18-11-2018 18:22,18-11-2018 19:54,92,2,2,9,9,1
11-11-2018 13:31,2257763149837,2257763149837,11-11-2018 13:31,11-11-2018 14:14,43,9,9,2,2,2
09-11-2018 13:29,5395461044817,5395461044817,09-11-2018 13:29,09-11-2018 13:32,3,2,2,4,4,1
11-11-2018 05:28,8775772791538,8775772791538,11-11-2018 05:28,11-11-2018 06:08,40,4,4,4,4,1
01-11-2018 21:16,1318580617611,1318580617611,01-11-2018 21:16,01-11-2018 21:45,29,4,4,5,5,1
16-11-2018 11:03,8685179311002,8685179311002,16-11-2018 11:03,16-11-2018 12:11,68,3,3,8,8,2
29-11-2018 01:34,6634421866726,6634421866726,29-11-2018 01:34,29-11-2018 03:00,86,6,6,5,5,2
08-11-2018 03:36,5192563052177,5192563052177,08-11-2018 03:36,08-11-2018 04:05,29,2,2,0,0,1
05-11-2018 14:00,7967000190934,7967000190934,05-11-2018 14:00,05-11-2018 15:20,80,2,2,1,1,2
26-11-2018 17:27,6869140517494,6869140517494,26-11-2018 17:27,26-11-2018 18:38,71,3,3,2,2,2
22-11-2018 22:18,5372341204666,5372341204666,22-11-2018 22:18,22-11-2018 22:28,10,1,1,0,0,2
17-11-2018 23:14,2122292702199,2122292702199,17-11-2018 23:14,18-11-2018 00:34,80,1,1,6,6,1
11-11-2018 15:50,5050838108543,5050838108543,11-11-2018 15:50,11-11-2018 16:18,28,7,7,2,2,2
19-11-2018 17:15,2059181985340,2059181985340,19-11-2018 17:15,19-11-2018 17:34,19,0,0,6,6,2
02-11-2018 02:46,5812348540530,5812348540530,02-11-2018 02:46,02-11-2018 03:46,60,6,6,7,7,1
12-11-2018 23:12,9285512522580,9285512522580,12-11-2018 23:12,13-11-2018 00:25,73,0,0,6,6,2
26-11-2018 14:00,4709596383186,4709596383186,26-11-2018 14:00,26-11-2018 15:07,67,0,0,8,8,2
07-11-2018 00:47,0199093151340,0199093151340,07-11-2018 00:47,07-11-2018 01:01,14,2,2,3,3,2
18-11-2018 03:12,4890020937840,4890020937840,18-11-2018 03:12,18-11-2018 04:49,97,5,5,8,8,1
04-11-2018 06:12,1070160467221,1070160467221,04-11-2018 06:12,04-11-2018 06:21,9,3,3,0,0,2
16-11-2018 15:07,7307365782666,7307365782666,16-11-2018 15:07,16-11-2018 15:50,43,8,8,3,3,2
24-11-2018 08:49,8197061011643,8197061011643,24-11-2018 08:49,24-11-2018 09:54,65,9,9,7,7,2
03-11-2018 03:59,4332470848887,4332470848887,03-11-2018 03:59,03-11-2018 05:10,71,8,8,1,1,2
19-11-2018 20:20,3447009055639,3447009055639,19-11-2018 20:20,19-11-2018 21:47,87,4,4,0,0,2
04-11-2018 01:42,8737935959777,8737935959777,04-11-2018 01:42,04-11-2018 03:05,83,6,6,5,5,2
13-11-2018 16:14,2594461223913,2594461223913,13-11-2018 16:14,13-11-2018 17:10,56,4,4,0,0,1
19-11-2018 12:53,3181641440249,3181641440249,19-11-2018 12:53,19-11-2018 13:00,7,3,3,9,9,1
28-11-2018 14:33,6724747058825,6724747058825,28-11-2018 14:33,28-11-2018 15:35,62,4,4,0,0,2
08-11-2018 19:11,9730670380508,9730670380508,08-11-2018 19:11,08-11-2018 20:29,78,5,5,0,0,1
26-11-2018 14:25,9413719253052,9413719253052,26-11-2018 14:25,26-11-2018 15:15,50,5,5,4,4,2
08-11-2018 08:29,3792579515931,3792579515931,08-11-2018 08:29,08-11-2018 09:34,65,2,2,3,3,2
04-11-2018 13:12,9405360813997,9405360813997,04-11-2018 13:12,04-11-2018 14:39,87,6,6,5,5,2
03-11-2018 20:40,5162667272446,5162667272446,03-11-2018 20:40,03-11-2018 20:52,12,5,5,5,5,2
08-11-2018 03:02,2865950190945,2865950190945,08-11-2018 03:02,08-11-2018 03:37,35,2,2,1,1,2
02-11-2018 03:20,0238765526465,0238765526465,02-11-2018 03:20,02-11-2018 04:16,56,1,1,8,8,1
03-11-2018 03:52,5049423363116,5049423363116,03-11-2018 03:52,03-11-2018 04:10,18,6,6,1,1,1
25-11-2018 03:47,7522255709355,7522255709355,25-11-2018 03:47,25-11-2018 04:30,43,9,9,3,3,1
23-11-2018 00:06,0923873066149,0923873066149,23-11-2018 00:06,23-11-2018 00:22,16,5,5,9,9,1
