start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
16-05-2022 09:11,8328398994602,8328398994602,16-05-2022 09:11,16-05-2022 10:01,50,8,8,6,6,2,2,16,404
19-05-2022 13:08,2728541369483,2728541369483,19-05-2022 13:08,19-05-2022 14:41,93,3,3,4,4,2,2,16,200
17-05-2022 10:59,1417529800969,1417529800969,17-05-2022 10:59,17-05-2022 11:32,33,9,9,0,0,1,1,16,300
08-05-2022 23:40,2648243292004,2648243292004,08-05-2022 23:40,08-05-2022 23:47,7,4,4,2,2,1,3,18,300
05-05-2022 05:36,2945578685423,2945578685423,05-05-2022 05:36,05-05-2022 06:21,45,5,5,9,9,1,1,16,200
19-05-2022 00:44,9189460249241,9189460249241,19-05-2022 00:44,19-05-2022 01:53,69,8,8,6,6,2,1,16,200
14-05-2022 17:58,9317395261891,9317395261891,14-05-2022 17:58,14-05-2022 19:24,86,7,7,5,5,1,1,16,500
02-05-2022 19:32,4732245570239,4732245570239,02-05-2022 19:32,02-05-2022 20:14,42,2,2,0,0,2,1,18,300
17-05-2022 20:34,1546078144538,1546078144538,17-05-2022 20:34,17-05-2022 21:37,63,2,2,7,7,2,2,16,500
10-05-2022 18:15,5996113931096,5996113931096,10-05-2022 18:15,10-05-2022 18:25,10,2,2,6,6,1,2,18,404
27-05-2022 08:55,0362929421223,0362929421223,27-05-2022 08:55,27-05-2022 09:46,51,5,5,6,6,1,3,16,500
11-05-2022 12:28,7953084527541,7953084527541,11-05-2022 12:28,11-05-2022 12:48,20,0,0,0,0,1,3,17,404
06-05-2022 13:50,5222328440495,5222328440495,06-05-2022 13:50,06-05-2022 14:13,23,3,3,3,3,2,3,18,200
28-05-2022 06:12,9257057834332,9257057834332,28-05-2022 06:12,28-05-2022 06:36,24,2,2,4,4,1,2,18,200
12-05-2022 09:26,8761246540802,8761246540802,12-05-2022 09:26,12-05-2022 10:50,84,7,7,3,3,1,2,16,300
06-05-2022 13:41,6083953149431,6083953149431,06-05-2022 13:41,06-05-2022 14:48,67,1,1,0,0,1,3,16,404
02-05-2022 18:21,8750369607646,8750369607646,02-05-2022 18:21,02-05-2022 19:07,46,5,5,4,4,2,1,18,200
03-05-2022 16:58,6568820701694,6568820701694,03-05-2022 16:58,03-05-2022 17:30,32,9,9,4,4,1,3,16,500
11-05-2022 01:56,7160417511394,7160417511394,11-05-2022 01:56,11-05-2022 02:28,32,6,6,0,0,1,1,17,200
22-05-2022 13:13,2885355161973,2885355161973,22-05-2022 13:13,22-05-2022 14:31,78,0,0,1,1,1,1,16,200
23-05-2022 18:23,0416816902387,0416816902387,23-05-2022 18:23,23-05-2022 19:00,37,3,3,7,7,2,3,18,200
01-05-2022 01:03,7349933909288,7349933909288,01-05-2022 01:03,01-05-2022 02:10,67,1,1,7,7,2,3,18,300
17-05-2022 19:12,8567384346426,8567384346426,17-05-2022 19:12,17-05-2022 19:35,23,5,5,7,7,2,2,16,404
25-05-2022 19:01,8787386694461,8787386694461,25-05-2022 19:01,25-05-2022 19:49,48,6,6,8,8,1,1,17,200
02-05-2022 10:12,4683499511976,4683499511976,02-05-2022 10:12,02-05-2022 10:42,30,4,4,3,3,1,3,18,200
08-05-2022 17:39,4842741453145,4842741453145,08-05-2022 17:39,08-05-2022 18:30,51,0,0,5,5,1,3,16,500
25-05-2022 13:36,9275250581430,9275250581430,25-05-2022 13:36,25-05-2022 14:33,57,1,1,5,5,1,3,16,200
30-05-2022 03:01,8513665055420,8513665055420,30-05-2022 03:01,30-05-2022 04:10,69,8,8,4,4,2,3,16,200
29-05-2022 23:00,6751790815126,6751790815126,29-05-2022 23:00,29-05-2022 23:30,30,5,5,4,4,1,1,17,404
16-05-2022 13:26,4416641164405,4416641164405,16-05-2022 13:26,16-05-2022 13:33,7,0,0,0,0,2,2,18,300
20-05-2022 12:27,1006846424565,1006846424565,20-05-2022 12:28,20-05-2022 13:37,70,6,6,2,2,1,1,18,500
04-05-2022 17:33,1932438483716,1932438483716,04-05-2022 17:33,04-05-2022 18:25,52,7,7,8,8,1,2,16,200
18-05-2022 18:22,3848559771723,3848559771723,18-05-2022 18:22,18-05-2022 18:36,14,2,2,3,3,2,3,18,500
