start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
04-07-2020 16:18,8954752888124,8954752888124,04-07-2020 16:18,04-07-2020 17:07,49,0,0,7,7,2,3,16,500
07-07-2020 22:17,5011902764712,5011902764712,07-07-2020 22:17,07-07-2020 22:40,23,0,0,1,1,1,1,17,200
25-07-2020 20:24,1416005478392,1416005478392,25-07-2020 20:24,25-07-2020 20:38,14,4,4,9,9,1,2,16,200
21-07-2020 19:23,4372271809165,4372271809165,21-07-2020 19:23,21-07-2020 19:35,12,7,7,6,6,2,1,18,200
27-07-2020 16:37,3701907690136,3701907690136,27-07-2020 16:37,27-07-2020 17:39,62,3,3,2,2,1,3,16,404
13-07-2020 17:34,1800292531470,1800292531470,13-07-2020 17:34,13-07-2020 17:47,13,8,8,0,0,1,2,16,404
25-07-2020 12:08,9079380768088,9079380768088,25-07-2020 12:08,25-07-2020 13:08,60,5,5,5,5,2,1,18,500
01-07-2020 19:03,0751870868685,0751870868685,01-07-2020 19:04,01-07-2020 20:38,95,3,3,2,2,1,3,16,500
05-07-2020 00:31,0299028455659,0299028455659,05-07-2020 00:31,05-07-2020 01:54,83,8,8,1,1,2,2,16,200
17-07-2020 06:44,5593307362123,5593307362123,17-07-2020 06:44,17-07-2020 07:15,31,6,6,6,6,2,2,16,200
29-07-2020 09:02,5608449774510,5608449774510,29-07-2020 09:02,29-07-2020 09:56,54,6,6,4,4,2,2,17,404
25-07-2020 03:28,4165529100738,4165529100738,25-07-2020 03:28,25-07-2020 03:58,30,7,7,6,6,1,3,17,200
17-07-2020 06:09,1214330104054,1214330104054,17-07-2020 06:09,17-07-2020 07:40,91,9,9,7,7,2,3,18,200
11-07-2020 11:59,9867978549071,9867978549071,11-07-2020 11:59,11-07-2020 13:15,76,9,9,7,7,1,3,18,200
30-07-2020 04:13,7136714570613,7136714570613,30-07-2020 04:13,30-07-2020 05:20,67,6,6,5,5,1,2,18,200
12-07-2020 12:00,2450242261774,2450242261774,12-07-2020 12:00,12-07-2020 12:48,48,2,2,7,7,2,3,16,300
22-07-2020 05:04,5338979306677,5338979306677,22-07-2020 05:04,22-07-2020 05:43,39,7,7,3,3,1,3,16,500
01-07-2020 06:33,4463051148813,4463051148813,01-07-2020 06:33,01-07-2020 06:55,22,8,8,2,2,2,3,16,404
14-07-2020 12:25,8374372242631,8374372242631,14-07-2020 12:25,14-07-2020 13:33,68,1,1,3,3,1,3,18,300
16-07-2020 14:52,6158034443392,6158034443392,16-07-2020 14:52,16-07-2020 16:03,71,1,1,1,1,2,3,16,300
04-07-2020 12:33,6229902165260,6229902165260,04-07-2020 12:33,04-07-2020 13:01,28,0,0,2,2,2,3,18,404
05-07-2020 08:52,8018626929694,8018626929694,05-07-2020 08:52,05-07-2020 10:14,82,3,3,1,1,1,1,18,200
22-07-2020 01:00,5785859866082,5785859866082,22-07-2020 01:00,22-07-2020 02:20,80,9,9,8,8,2,2,18,300
09-07-2020 15:35,4361659982207,4361659982207,09-07-2020 15:35,09-07-2020 16:24,49,2,2,7,7,1,1,16,200
12-07-2020 18:03,5782555207530,5782555207530,12-07-2020 18:03,12-07-2020 19:29,86,0,0,7,7,1,3,17,200
06-07-2020 01:42,5863388304861,5863388304861,06-07-2020 01:42,06-07-2020 02:06,24,4,4,4,4,2,2,18,200
04-07-2020 01:02,0932810963032,0932810963032,04-07-2020 01:02,04-07-2020 02:36,94,9,9,4,4,2,3,18,200
27-07-2020 02:12,1302987255016,1302987255016,27-07-2020 02:12,27-07-2020 02:36,24,7,7,4,4,2,3,18,300
25-07-2020 23:42,4626326702430,4626326702430,25-07-2020 23:42,26-07-2020 00:10,28,5,5,9,9,2,2,16,200
22-07-2020 08:28,7838450821621,7838450821621,22-07-2020 08:28,22-07-2020 09:20,52,5,5,6,6,1,3,16,200
01-07-2020 09:34,4777529181011,4777529181011,01-07-2020 09:34,01-07-2020 10:09,35,8,8,2,2,1,2,16,300
05-07-2020 19:35,3225638089953,3225638089953,05-07-2020 19:35,05-07-2020 21:02,87,5,5,4,4,1,1,18,300
02-07-2020 04:23,4429348881673,4429348881673,02-07-2020 04:23,02-07-2020 04:39,16,3,3,4,4,1,3,16,200
29-07-2020 17:59,3574946395706,3574946395706,29-07-2020 17:59,29-07-2020 19:01,62,1,1,4,4,2,2,16,500
05-07-2020 16:56,6961021878528,6961021878528,05-07-2020 16:56,05-07-2020 18:22,86,8,8,7,7,1,2,16,200
14-07-2020 16:01,6648964776541,6648964776541,14-07-2020 16:01,14-07-2020 16:06,5,1,1,9,9,1,2,18,200
25-07-2020 12:29,5500789446124,5500789446124,25-07-2020 12:29,25-07-2020 13:33,64,0,0,1,1,2,2,16,300
30-07-2020 16:03,7456199585527,7456199585527,30-07-2020 16:03,30-07-2020 17:01,58,0,0,3,3,1,2,18,200
04-07-2020 07:00,7345834338751,7345834338751,04-07-2020 07:00,04-07-2020 08:32,92,0,0,5,5,2,1,18,200
17-07-2020 13:37,9770876976658,9770876976658,17-07-2020 13:37,17-07-2020 14:52,75,2,2,9,9,2,3,17,300
12-07-2020 11:19,6174916726465,6174916726465,12-07-2020 11:19,12-07-2020 12:10,51,9,9,1,1,2,3,16,500
27-07-2020 21:23,0111378393910,0111378393910,27-07-2020 21:23,27-07-2020 22:34,71,5,5,1,1,1,2,17,200
12-07-2020 16:16,6073787863923,6073787863923,12-07-2020 16:16,12-07-2020 17:07,51,7,7,6,6,1,3,16,300
23-07-2020 00:57,6826910460541,6826910460541,23-07-2020 00:57,23-07-2020 02:33,96,0,0,8,8,2,3,18,200
12-07-2020 11:55,9693561728127,9693561728127,12-07-2020 11:55,12-07-2020 12:59,64,3,3,1,1,2,2,18,500
03-07-2020 04:39,4988266553058,4988266553058,03-07-2020 04:39,03-07-2020 04:49,10,4,4,6,6,1,1,16,200
04-07-2020 03:44,6225700053668,6225700053668,04-07-2020 03:44,04-07-2020 04:21,37,5,5,8,8,2,3,17,200
16-07-2020 20:59,9271077152045,9271077152045,16-07-2020 20:59,16-07-2020 22:20,81,4,4,0,0,1,3,16,200
14-07-2020 23:57,3506545679498,3506545679498,14-07-2020 23:57,15-07-2020 00:37,40,2,2,4,4,2,1,16,500
13-07-2020 17:12,2373096135775,2373096135775,13-07-2020 17:12,13-07-2020 17:44,32,5,5,8,8,1,2,16,200
09-07-2020 05:49,6889869316488,6889869316488,09-07-2020 05:49,09-07-2020 05:55,6,0,0,2,2,1,2,16,200
