start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
2018-04-05 18:10:13,1890445609879,1890445609879,2018-04-05 18:10:14,2018-04-05 18:12:13,2,5,5,9,9,1
2018-04-05 14:07:26,0065958602023,0065958602023,2018-04-05 14:07:27,2018-04-05 15:39:26,92,9,9,1,1,1
2018-04-26 19:17:57,2432405586297,2432405586297,2018-04-26 19:17:58,2018-04-26 20:33:57,76,3,3,1,1,1
2018-04-13 05:40:59,9652235530517,9652235530517,2018-04-13 05:41:00,2018-04-13 06:17:59,37,8,8,4,4,1
2018-04-27 03:11:19,1918136579900,1918136579900,2018-04-27 03:11:20,2018-04-27 04:36:19,85,9,9,4,4,2
2018-04-29 22:15:38,2263647301284,2263647301284,2018-04-29 22:15:39,2018-04-29 23:44:38,89,9,9,0,0,1
2018-04-19 01:35:35,3290134667090,3290134667090,2018-04-19 01:35:36,2018-04-19 02:08:35,33,7,7,9,9,2
2018-04-03 19:18:56,8414203899198,8414203899198,2018-04-03 19:18:57,2018-04-03 19:38:56,20,1,1,3,3,1
2018-04-22 06:57:52,4903925103895,4903925103895,2018-04-22 06:57:53,2018-04-22 08:24:52,87,8,8,7,7,2
2018-04-29 03:10:55,2110174511279,2110174511279,2018-04-29 03:10:56,2018-04-29 04:16:55,66,7,7,0,0,1
2018-04-08 07:46:01,1829408675599,1829408675599,2018-04-08 07:46:02,2018-04-08 08:52:01,66,8,8,7,7,1
2018-04-23 19:15:02,3028666292585,3028666292585,2018-04-23 19:15:03,2018-04-23 20:12:02,57,0,0,7,7,1
2018-04-23 06:58:08,0692388899359,0692388899359,2018-04-23 06:58:09,2018-04-23 07:37:08,39,0,0,9,9,2
2018-04-10 17:37:00,6597403082957,6597403082957,2018-04-10 17:37:01,2018-04-10 18:23:00,46,0,0,6,6,1
2018-04-05 15:00:11,6297366144428,6297366144428,2018-04-05 15:00:12,2018-04-05 16:37:11,97,4,4,4,4,1
2018-04-19 06:11:34,6191908618943,6191908618943,2018-04-19 06:11:35,2018-04-19 06:29:34,18,6,6,5,5,1
2018-04-24 07:09:12,0685694504869,0685694504869,2018-04-24 07:09:13,2018-04-24 08:10:12,61,2,2,9,9,1
2018-04-27 10:49:01,1520613215287,1520613215287,2018-04-27 10:49:02,2018-04-27 11:56:01,67,2,2,2,2,1
2018-04-28 12:35:33,6637443908054,6637443908054,2018-04-28 12:35:34,2018-04-28 12:49:33,14,6,6,4,4,2
2018-04-16 22:31:59,6231811816591,6231811816591,2018-04-16 22:32:00,2018-04-16 23:56:59,85,7,7,4,4,1
2018-04-10 20:57:21,4536228900895,4536228900895,2018-04-10 20:57:22,2018-04-10 21:01:21,4,8,8,2,2,1
2018-04-11 00:34:17,0817175104991,0817175104991,2018-04-11 00:34:18,2018-04-11 00:57:17,23,9,9,4,4,1
2018-04-27 13:04:15,8034151617380,8034151617380,2018-04-27 13:04:16,2018-04-27 13:24:15,20,3,3,5,5,2
2018-04-15 09:42:18,0546253369086,0546253369086,2018-04-15 09:42:19,2018-04-15 10:54:18,72,2,2,4,4,2
2018-04-17 18:47:11,0204609822948,0204609822948,2018-04-17 18:47:12,2018-04-17 18:53:11,6,1,1,9,9,2
2018-04-25 19:22:45,5008381128265,5008381128265,2018-04-25 19:22:46,2018-04-25 20:17:45,55,5,5,6,6,2
2018-04-04 13:43:13,0251733934202,0251733934202,2018-04-04 13:43:14,2018-04-04 14:40:13,57,6,6,6,6,2
2018-04-11 05:07:45,2012659388485,2012659388485,2018-04-11 05:07:46,2018-04-11 06:24:45,77,0,0,8,8,1
2018-04-02 03:49:03,9201837062590,9201837062590,2018-04-02 03:49:04,2018-04-02 05:08:03,79,7,7,8,8,2
2018-04-29 11:38:42,5796773627850,5796773627850,2018-04-29 11:38:43,2018-04-29 13:16:42,98,3,3,9,9,1
2018-04-23 02:25:31,0813427803270,0813427803270,2018-04-23 02:25:32,2018-04-23 03:25:31,60,8,8,0,0,2
2018-04-26 22:44:01,7708733376010,7708733376010,2018-04-26 22:44:02,2018-04-26 23:33:01,49,8,8,1,1,1
2018-04-17 17:23:38,5973926452564,5973926452564,2018-04-17 17:23:39,2018-04-17 18:59:38,96,1,1,9,9,1
2018-04-08 02:29:21,2152069489342,2152069489342,2018-04-08 02:29:22,2018-04-08 03:29:21,60,6,6,3,3,1
2018-04-08 21:51:35,4141755408444,4141755408444,2018-04-08 21:51:36,2018-04-08 22:36:35,45,6,6,7,7,2
2018-04-28 17:56:20,2889010251460,2889010251460,2018-04-28 17:56:21,2018-04-28 19:06:20,70,2,2,0,0,2
2018-04-11 04:18:08,6339453955977,6339453955977,2018-04-11 04:18:09,2018-04-11 05:31:08,73,8,8,5,5,2
2018-04-02 08:41:35,3981301273779,3981301273779,2018-04-02 08:41:36,2018-04-02 10:06:35,85,1,1,2,2,2
2018-04-12 18:30:52,6094057037164,6094057037164,2018-04-12 18:30:53,2018-04-12 18:53:52,23,8,8,2,2,2
2018-04-10 12:44:20,7956551848360,7956551848360,2018-04-10 12:44:21,2018-04-10 13:03:20,19,0,0,5,5,1
2018-04-15 21:36:54,5612258714398,5612258714398,2018-04-15 21:36:55,2018-04-15 21:40:54,4,6,6,7,7,1
2018-04-06 04:03:16,9397651999734,9397651999734,2018-04-06 04:03:17,2018-04-06 05:24:16,81,8,8,0,0,1
2018-04-20 13:32:39,9069952243664,9069952243664,2018-04-20 13:32:40,2018-04-20 14:48:39,76,5,5,4,4,2
2018-04-17 19:50:29,6779389634092,6779389634092,2018-04-17 19:50:30,2018-04-17 20:49:29,59,3,3,6,6,1
2018-04-27 16:35:10,1732888336273,1732888336273,2018-04-27 16:35:11,2018-04-27 18:13:10,98,0,0,1,1,1
2018-04-25 12:28:58,8455426666175,8455426666175,2018-04-25 12:28:59,2018-04-25 13:43:58,75,3,3,4,4,2
2018-04-15 07:04:03,2179059303363,2179059303363,2018-04-15 07:04:04,2018-04-15 08:09:03,65,2,2,1,1,2
2018-04-17 13:37:37,0140388931650,0140388931650,2018-04-17 13:37:38,2018-04-17 15:11:37,94,8,8,4,4,2
2018-04-15 06:21:50,1884790040289,1884790040289,2018-04-15 06:21:51,2018-04-15 07:35:50,74,3,3,1,1,2
2018-04-25 18:25:02,2208057587407,2208057587407,2018-04-25 18:25:03,2018-04-25 19:09:02,44,1,1,1,1,2
2018-04-05 13:53:22,7565657887985,7565657887985,2018-04-05 13:53:23,2018-04-05 14:16:22,23,4,4,5,5,1
2018-04-24 15:27:43,4034043523520,4034043523520,2018-04-24 15:27:44,2018-04-24 16:31:43,64,4,4,7,7,2
2018-04-03 20:54:24,4885946734992,4885946734992,2018-04-03 20:54:25,2018-04-03 21:59:24,65,4,4,4,4,1
2018-04-24 10:37:53,9457813311181,9457813311181,2018-04-24 10:37:54,2018-04-24 11:08:53,31,5,5,6,6,1
2018-04-21 16:09:28,2224061241025,2224061241025,2018-04-21 16:09:29,2018-04-21 16:15:28,6,7,7,8,8,2
2018-04-22 08:02:23,1548840401402,1548840401402,2018-04-22 08:02:24,2018-04-22 08:42:23,40,5,5,3,3,2
2018-04-17 13:36:17,0942791640649,0942791640649,2018-04-17 13:36:18,2018-04-17 14:29:17,53,8,8,8,8,2
2018-04-19 17:55:51,3513267792784,3513267792784,2018-04-19 17:55:52,2018-04-19 18:42:51,47,1,1,4,4,2
2018-04-21 07:51:12,4032950060670,4032950060670,2018-04-21 07:51:13,2018-04-21 09:05:12,74,2,2,9,9,2
2018-04-18 14:07:40,4609156346053,4609156346053,2018-04-18 14:07:41,2018-04-18 15:04:40,57,9,9,1,1,2
2018-04-08 15:24:57,2685762082843,2685762082843,2018-04-08 15:24:58,2018-04-08 15:50:57,26,3,3,8,8,1
2018-04-04 10:07:42,2515643382535,2515643382535,2018-04-04 10:07:43,2018-04-04 10:17:42,10,2,2,8,8,1
2018-04-15 23:06:09,6766640556614,6766640556614,2018-04-15 23:06:10,2018-04-16 00:38:09,92,4,4,3,3,1
2018-04-15 11:44:42,4491824037028,4491824037028,2018-04-15 11:44:43,2018-04-15 11:46:42,2,9,9,2,2,2
2018-04-02 17:55:09,8128149217693,8128149217693,2018-04-02 17:55:10,2018-04-02 19:29:09,94,8,8,0,0,2
2018-04-18 09:55:10,7452619129817,7452619129817,2018-04-18 09:55:11,2018-04-18 10:16:10,21,0,0,8,8,1
2018-04-25 20:51:10,0559619798377,0559619798377,2018-04-25 20:51:11,2018-04-25 21:09:10,18,0,0,0,0,1
2018-04-02 12:35:40,5358603542333,5358603542333,2018-04-02 12:35:41,2018-04-02 14:04:40,89,7,7,4,4,2
2018-04-08 11:06:24,1276977420586,1276977420586,2018-04-08 11:06:25,2018-04-08 12:35:24,89,4,4,9,9,2
2018-04-06 00:22:55,0669219565496,0669219565496,2018-04-06 00:22:56,2018-04-06 00:35:55,13,8,8,4,4,1
2018-04-26 08:01:08,4360304330897,4360304330897,2018-04-26 08:01:09,2018-04-26 09:19:08,78,9,9,8,8,2
2018-04-18 19:03:08,2221758166601,2221758166601,2018-04-18 19:03:09,2018-04-18 19:40:08,37,3,3,1,1,1
2018-04-01 21:37:23,4173249835051,4173249835051,2018-04-01 21:37:24,2018-04-01 21:57:23,20,5,5,0,0,2
2018-04-05 13:18:01,1790513985822,1790513985822,2018-04-05 13:18:02,2018-04-05 14:03:01,45,7,7,0,0,2
2018-04-22 14:44:29,0149230369225,0149230369225,2018-04-22 14:44:30,2018-04-22 16:01:29,77,1,1,5,5,1
2018-04-22 03:09:07,5730888476495,5730888476495,2018-04-22 03:09:08,2018-04-22 04:42:07,93,1,1,1,1,1
2018-04-21 03:22:14,5984746536629,5984746536629,2018-04-21 03:22:15,2018-04-21 04:13:14,51,1,1,9,9,1
2018-04-23 13:49:00,3792545978344,3792545978344,2018-04-23 13:49:01,2018-04-23 14:15:00,26,7,7,2,2,2
2018-04-02 10:31:24,3467017058793,3467017058793,2018-04-02 10:31:25,2018-04-02 10:43:24,12,6,6,3,3,2
2018-04-21 23:13:39,5592499531486,5592499531486,2018-04-21 23:13:40,2018-04-21 23:15:39,2,6,6,6,6,2
2018-04-02 17:22:41,3364779158060,3364779158060,2018-04-02 17:22:42,2018-04-02 18:46:41,84,3,3,9,9,2
2018-04-17 22:28:03,7851238832116,7851238832116,2018-04-17 22:28:04,2018-04-17 23:30:03,62,0,0,5,5,2
2018-04-06 09:24:37,6502417161265,6502417161265,2018-04-06 09:24:38,2018-04-06 09:42:37,18,3,3,2,2,2
2018-04-25 06:55:39,1050092157480,1050092157480,2018-04-25 06:55:40,2018-04-25 07:20:39,25,3,3,2,2,2
2018-04-20 05:36:44,0582324286891,0582324286891,2018-04-20 05:36:45,2018-04-20 05:51:44,15,3,3,7,7,2
2018-04-24 12:45:14,1152210963411,1152210963411,2018-04-24 12:45:15,2018-04-24 14:10:14,85,2,2,6,6,2
2018-04-04 05:20:29,1407804334020,1407804334020,2018-04-04 05:20:30,2018-04-04 05:39:29,19,1,1,5,5,1
2018-04-17 15:52:25,1687462277197,1687462277197,2018-04-17 15:52:26,2018-04-17 17:28:25,96,9,9,6,6,1
2018-04-29 08:20:10,2965939559445,2965939559445,2018-04-29 08:20:11,2018-04-29 08:28:10,8,0,0,0,0,2
2018-04-21 10:23:40,5450566215077,5450566215077,2018-04-21 10:23:41,2018-04-21 11:00:40,37,1,1,0,0,1
2018-04-15 03:04:00,8540477055051,8540477055051,2018-04-15 03:04:01,2018-04-15 04:19:00,75,2,2,8,8,1
2018-04-19 04:29:47,1147425336773,1147425336773,2018-04-19 04:29:48,2018-04-19 04:57:47,28,4,4,7,7,2
2018-04-15 19:25:04,6721001306530,6721001306530,2018-04-15 19:25:05,2018-04-15 19:26:04,1,7,7,0,0,1
2018-04-12 04:06:06,9554451863815,9554451863815,2018-04-12 04:06:07,2018-04-12 04:38:06,32,5,5,1,1,1
2018-04-14 23:41:24,7377701010286,7377701010286,2018-04-14 23:41:25,2018-04-14 23:45:24,4,2,2,1,1,1
2018-04-12 17:28:14,5913558655975,5913558655975,2018-04-12 17:28:15,2018-04-12 18:05:14,37,6,6,5,5,1
2018-04-05 03:06:41,9433066271501,9433066271501,2018-04-05 03:06:42,2018-04-05 04:24:41,78,3,3,5,5,1
2018-04-05 16:41:18,2900713194549,2900713194549,2018-04-05 16:41:19,2018-04-05 17:37:18,56,5,5,7,7,2
2018-04-21 13:39:06,2809446800628,2809446800628,2018-04-21 13:39:07,2018-04-21 13:47:06,8,9,9,5,5,2
2018-04-01 09:04:37,4951564853176,4951564853176,2018-04-01 09:04:38,2018-04-01 10:18:37,74,7,7,4,4,1
2018-04-25 15:13:27,8656280663851,8656280663851,2018-04-25 15:13:28,2018-04-25 16:50:27,97,3,3,4,4,2
2018-04-20 18:02:28,8992179602279,8992179602279,2018-04-20 18:02:29,2018-04-20 18:45:28,43,5,5,5,5,1
2018-04-25 23:27:16,6574412159398,6574412159398,2018-04-25 23:27:17,2018-04-26 00:14:16,47,7,7,7,7,1
2018-04-08 07:14:15,5775471995789,5775471995789,2018-04-08 07:14:16,2018-04-08 07:31:15,17,7,7,5,5,1
2018-04-03 18:50:50,1305920870595,1305920870595,2018-04-03 18:50:51,2018-04-03 20:21:50,91,0,0,2,2,2
2018-04-27 00:56:07,8640047411481,8640047411481,2018-04-27 00:56:08,2018-04-27 01:19:07,23,1,1,7,7,1
2018-04-16 13:02:43,4190409976782,4190409976782,2018-04-16 13:02:44,2018-04-16 13:46:43,44,4,4,0,0,1
2018-04-11 19:41:18,7257864400037,7257864400037,2018-04-11 19:41:19,2018-04-11 21:03:18,82,8,8,2,2,1
2018-04-13 09:19:17,8927537424770,8927537424770,2018-04-13 09:19:18,2018-04-13 09:53:17,34,4,4,8,8,2
2018-04-06 08:13:29,5144782794623,5144782794623,2018-04-06 08:13:30,2018-04-06 09:29:29,76,3,3,0,0,1
2018-04-28 14:47:45,9595330289013,9595330289013,2018-04-28 14:47:46,2018-04-28 16:18:45,91,0,0,9,9,2
2018-04-19 22:28:45,0066513708008,0066513708008,2018-04-19 22:28:46,2018-04-19 22:41:45,13,7,7,6,6,1
2018-04-11 14:35:05,6096390982811,6096390982811,2018-04-11 14:35:06,2018-04-11 15:19:05,44,6,6,7,7,2
2018-04-26 16:33:09,9538226122059,9538226122059,2018-04-26 16:33:10,2018-04-26 17:04:09,31,2,2,1,1,1
2018-04-22 21:31:01,1806248830508,1806248830508,2018-04-22 21:31:02,2018-04-22 21:45:01,14,2,2,0,0,1
2018-04-29 01:57:05,0359489748079,0359489748079,2018-04-29 01:57:06,2018-04-29 03:05:05,68,8,8,8,8,2
