start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
13-05-2021 07:50,3505584576151,3505584576151,13-05-2021 07:50,13-05-2021 08:39,49,2,2,8,8,1,3,16,200
10-05-2021 20:13,3111819521941,3111819521941,10-05-2021 20:13,10-05-2021 21:50,97,3,3,6,6,1,3,18,200
20-05-2021 22:34,7867861076834,7867861076834,20-05-2021 22:34,20-05-2021 23:07,33,6,6,1,1,2,2,18,500
28-05-2021 08:30,8301115051733,8301115051733,28-05-2021 08:30,28-05-2021 08:47,17,2,2,9,9,1,2,18,404
01-05-2021 07:28,9960320294652,9960320294652,01-05-2021 07:28,01-05-2021 07:39,11,7,7,9,9,2,2,17,300
25-05-2021 07:01,7185906435447,7185906435447,25-05-2021 07:01,25-05-2021 07:28,27,0,0,1,1,2,3,18,500
25-05-2021 08:54,0190825474207,0190825474207,25-05-2021 08:54,25-05-2021 09:05,11,3,3,7,7,2,1,16,200
04-05-2021 09:56,0523170130496,0523170130496,04-05-2021 09:56,04-05-2021 10:57,61,8,8,2,2,1,1,16,500
02-05-2021 12:32,7070676444607,7070676444607,02-05-2021 12:32,02-05-2021 13:45,73,6,6,4,4,1,3,18,404
01-05-2021 07:08,0271216998375,0271216998375,01-05-2021 07:08,01-05-2021 07:34,26,8,8,0,0,1,1,18,200
11-05-2021 12:46,5922142198698,5922142198698,11-05-2021 12:46,11-05-2021 14:07,81,7,7,0,0,1,3,16,500
03-05-2021 06:52,1906474003015,1906474003015,03-05-2021 06:52,03-05-2021 07:13,21,4,4,0,0,1,3,18,200
01-05-2021 02:24,7815098591754,7815098591754,01-05-2021 02:24,01-05-2021 03:42,78,4,4,9,9,2,1,18,200
08-05-2021 23:14,7633056629858,7633056629858,08-05-2021 23:14,08-05-2021 23:40,26,7,7,1,1,1,1,18,500
27-05-2021 20:48,4976026911774,4976026911774,27-05-2021 20:48,27-05-2021 21:36,48,9,9,0,0,1,2,17,200
10-05-2021 17:46,3883553932550,3883553932550,10-05-2021 17:46,10-05-2021 19:25,99,8,8,2,2,1,2,17,500
11-05-2021 00:20,6051604020563,6051604020563,11-05-2021 00:20,11-05-2021 01:13,53,1,1,7,7,1,3,16,200
11-05-2021 08:17,0879861263874,0879861263874,11-05-2021 08:17,11-05-2021 09:32,75,7,7,6,6,2,1,16,500
16-05-2021 02:42,9357900697460,9357900697460,16-05-2021 02:42,16-05-2021 02:42,0,6,6,5,5,1,1,16,300
27-05-2021 21:55,8149972205290,8149972205290,27-05-2021 21:55,27-05-2021 22:32,37,9,9,1,1,2,1,16,404
23-05-2021 13:05,0878010293764,0878010293764,23-05-2021 13:05,23-05-2021 14:43,98,3,3,5,5,1,1,17,300
15-05-2021 23:21,1533865586851,1533865586851,15-05-2021 23:21,16-05-2021 00:11,50,8,8,4,4,2,2,18,300
17-05-2021 17:04,5021668214162,5021668214162,17-05-2021 17:04,17-05-2021 18:43,99,1,1,6,6,1,2,16,300
16-05-2021 19:15,6002288060831,6002288060831,16-05-2021 19:15,16-05-2021 19:46,31,0,0,0,0,1,2,16,200
20-05-2021 05:16,2089667617260,2089667617260,20-05-2021 05:16,20-05-2021 05:28,12,5,5,3,3,1,3,18,500
13-05-2021 05:05,8739388743583,8739388743583,13-05-2021 05:05,13-05-2021 06:34,89,4,4,6,6,2,3,18,200
24-05-2021 10:57,6345205856201,6345205856201,24-05-2021 10:57,24-05-2021 12:00,63,3,3,1,1,2,2,16,200
04-05-2021 08:47,4671974913879,4671974913879,04-05-2021 08:47,04-05-2021 08:52,5,8,8,6,6,2,1,16,404
23-05-2021 20:25,9655206614472,9655206614472,23-05-2021 20:25,23-05-2021 20:27,2,4,4,8,8,2,2,16,200
09-05-2021 05:54,7238853244464,7238853244464,09-05-2021 05:54,09-05-2021 06:21,27,0,0,8,8,2,1,16,200
15-05-2021 02:06,5463643981351,5463643981351,15-05-2021 02:06,15-05-2021 02:57,51,3,3,5,5,1,2,16,200
22-05-2021 10:26,5301000598539,5301000598539,22-05-2021 10:26,22-05-2021 11:27,61,7,7,6,6,2,2,16,500
24-05-2021 04:03,0389307492269,0389307492269,24-05-2021 04:03,24-05-2021 05:18,75,4,4,9,9,1,2,17,300
14-05-2021 01:01,0271453748421,0271453748421,14-05-2021 01:01,14-05-2021 02:14,73,2,2,9,9,2,3,18,300
20-05-2021 15:02,9828927274189,9828927274189,20-05-2021 15:02,20-05-2021 16:09,67,8,8,9,9,2,3,16,200
26-05-2021 11:45,5355045239365,5355045239365,26-05-2021 11:45,26-05-2021 13:10,85,8,8,0,0,2,1,16,300
22-05-2021 20:02,4637225968973,4637225968973,22-05-2021 20:02,22-05-2021 20:47,45,0,0,1,1,2,1,16,200
22-05-2021 13:28,5421352931618,5421352931618,22-05-2021 13:28,22-05-2021 13:28,0,6,6,1,1,2,1,18,404
29-05-2021 17:51,0903315744656,0903315744656,29-05-2021 17:51,29-05-2021 18:15,24,6,6,4,4,1,1,17,200
23-05-2021 22:20,3332619112618,3332619112618,23-05-2021 22:20,23-05-2021 23:01,41,7,7,6,6,1,3,16,200
21-05-2021 14:12,8284988124479,8284988124479,21-05-2021 14:12,21-05-2021 14:51,39,7,7,8,8,1,3,18,500
22-05-2021 12:25,9746348250964,9746348250964,22-05-2021 12:25,22-05-2021 12:44,19,2,2,4,4,2,2,18,500
01-05-2021 22:47,6592207369712,6592207369712,01-05-2021 22:47,01-05-2021 23:33,46,0,0,2,2,1,1,18,200
08-05-2021 06:41,3554189250091,3554189250091,08-05-2021 06:41,08-05-2021 07:12,31,6,6,6,6,1,3,18,500
13-05-2021 21:18,9189804954610,9189804954610,13-05-2021 21:18,13-05-2021 21:55,37,7,7,8,8,1,3,17,300
04-05-2021 08:41,8478265152058,8478265152058,04-05-2021 08:41,04-05-2021 10:02,81,8,8,1,1,2,3,18,404
16-05-2021 04:06,2947131212232,2947131212232,16-05-2021 04:06,16-05-2021 04:57,51,1,1,4,4,2,1,18,200
06-05-2021 00:46,1899801369269,1899801369269,06-05-2021 00:46,06-05-2021 01:45,59,3,3,5,5,2,3,16,300
06-05-2021 10:25,6797020626578,6797020626578,06-05-2021 10:25,06-05-2021 10:35,10,8,8,4,4,2,3,18,500
02-05-2021 03:23,8290880830244,8290880830244,02-05-2021 03:23,02-05-2021 04:06,43,4,4,9,9,1,1,17,200
02-05-2021 18:48,8527749700236,8527749700236,02-05-2021 18:48,02-05-2021 19:11,23,0,0,5,5,2,3,16,200
09-05-2021 10:44,9575399100114,9575399100114,09-05-2021 10:44,09-05-2021 11:36,52,5,5,3,3,1,3,17,500
25-05-2021 02:18,4658744170892,4658744170892,25-05-2021 02:18,25-05-2021 02:38,20,0,0,8,8,2,2,18,200
10-05-2021 15:59,8213635967121,8213635967121,10-05-2021 16:00,10-05-2021 17:25,86,2,2,5,5,2,2,17,200
03-05-2021 18:27,9919273409939,9919273409939,03-05-2021 18:27,03-05-2021 18:41,14,7,7,4,4,1,1,16,200
18-05-2021 09:39,8028883506267,8028883506267,18-05-2021 09:40,18-05-2021 10:25,46,7,7,1,1,2,2,16,500
29-05-2021 04:16,2780547981912,2780547981912,29-05-2021 04:16,29-05-2021 04:44,28,5,5,4,4,1,3,16,404
29-05-2021 20:42,0772954935478,0772954935478,29-05-2021 20:42,29-05-2021 21:59,77,0,0,4,4,2,1,16,500
20-05-2021 10:46,8995293212058,8995293212058,20-05-2021 10:46,20-05-2021 11:35,49,8,8,6,6,1,2,16,200
29-05-2021 04:39,8827491347701,8827491347701,29-05-2021 04:39,29-05-2021 04:56,17,3,3,9,9,2,2,18,404
26-05-2021 00:43,5460487114540,5460487114540,26-05-2021 00:43,26-05-2021 01:56,73,1,1,7,7,1,3,17,404
29-05-2021 10:24,2430854735455,2430854735455,29-05-2021 10:24,29-05-2021 11:31,67,6,6,8,8,2,2,18,300
16-05-2021 18:07,2050926624146,2050926624146,16-05-2021 18:07,16-05-2021 19:24,77,0,0,1,1,2,2,16,200
23-05-2021 17:32,8951050252954,8951050252954,23-05-2021 17:32,23-05-2021 18:09,37,2,2,4,4,1,2,18,200
13-05-2021 01:57,2267051171753,2267051171753,13-05-2021 01:57,13-05-2021 02:49,52,4,4,3,3,1,3,16,200
09-05-2021 16:07,7200813917908,7200813917908,09-05-2021 16:07,09-05-2021 17:27,80,7,7,0,0,2,2,16,300
28-05-2021 06:58,2181820274997,2181820274997,28-05-2021 06:58,28-05-2021 07:41,43,4,4,6,6,1,3,18,404
05-05-2021 08:52,1627038275975,1627038275975,05-05-2021 08:52,05-05-2021 09:20,28,4,4,3,3,2,1,16,200
06-05-2021 03:30,0384671558099,0384671558099,06-05-2021 03:30,06-05-2021 04:33,63,0,0,0,0,2,3,16,500
26-05-2021 16:43,4931752139375,4931752139375,26-05-2021 16:43,26-05-2021 17:16,33,7,7,0,0,2,2,18,200
30-05-2021 04:33,1118391530917,1118391530917,30-05-2021 04:33,30-05-2021 05:15,42,9,9,6,6,1,3,18,200
30-05-2021 14:00,9637859786330,9637859786330,30-05-2021 14:00,30-05-2021 14:04,4,0,0,3,3,1,3,17,200
20-05-2021 20:45,8703681146605,8703681146605,20-05-2021 20:45,20-05-2021 21:29,44,9,9,6,6,2,2,16,200
14-05-2021 18:30,4603437418705,4603437418705,14-05-2021 18:30,14-05-2021 18:38,8,5,5,7,7,2,1,16,200
01-05-2021 05:11,9991107282712,9991107282712,01-05-2021 05:11,01-05-2021 05:21,10,7,7,3,3,2,2,18,200
09-05-2021 15:01,2385633570133,2385633570133,09-05-2021 15:01,09-05-2021 15:51,50,8,8,9,9,1,2,16,200
10-05-2021 08:26,7997200374981,7997200374981,10-05-2021 08:26,10-05-2021 08:39,13,2,2,5,5,2,3,16,404
05-05-2021 07:49,1924807620875,1924807620875,05-05-2021 07:49,05-05-2021 09:21,92,8,8,4,4,2,3,16,500
15-05-2021 13:14,3954070447897,3954070447897,15-05-2021 13:14,15-05-2021 14:36,82,9,9,6,6,2,1,16,500
15-05-2021 16:40,8592023688937,8592023688937,15-05-2021 16:40,15-05-2021 17:54,74,4,4,9,9,2,2,16,500
19-05-2021 23:27,2522624055451,2522624055451,19-05-2021 23:27,20-05-2021 00:06,39,1,1,9,9,2,1,18,404
08-05-2021 06:52,3316134786986,3316134786986,08-05-2021 06:52,08-05-2021 07:59,67,5,5,8,8,2,2,16,200
05-05-2021 18:03,6952856084361,6952856084361,05-05-2021 18:03,05-05-2021 19:08,65,8,8,2,2,2,3,18,500
05-05-2021 20:17,9761424243805,9761424243805,05-05-2021 20:18,05-05-2021 20:58,41,5,5,7,7,2,3,18,200
27-05-2021 23:44,6821730218200,6821730218200,27-05-2021 23:44,28-05-2021 01:18,94,6,6,9,9,2,2,18,500
24-05-2021 20:26,1798981886716,1798981886716,24-05-2021 20:26,24-05-2021 21:41,75,3,3,0,0,2,1,16,500
21-05-2021 21:53,5896939882789,5896939882789,21-05-2021 21:53,21-05-2021 23:24,91,2,2,1,1,1,1,18,404
15-05-2021 01:05,3522347653461,3522347653461,15-05-2021 01:05,15-05-2021 02:24,79,1,1,9,9,1,1,17,500
07-05-2021 04:39,7897947778832,7897947778832,07-05-2021 04:39,07-05-2021 04:57,18,9,9,1,1,1,1,16,200
19-05-2021 13:08,0043725800593,0043725800593,19-05-2021 13:08,19-05-2021 13:33,25,5,5,2,2,2,2,18,404
01-05-2021 21:27,1220711981613,1220711981613,01-05-2021 21:27,01-05-2021 21:30,3,8,8,4,4,2,1,16,500
15-05-2021 21:45,0494340091473,0494340091473,15-05-2021 21:45,15-05-2021 22:09,24,2,2,0,0,2,3,16,300
15-05-2021 20:30,0693725341609,0693725341609,15-05-2021 20:30,15-05-2021 21:26,56,2,2,8,8,2,2,16,404
29-05-2021 11:23,9716931161455,9716931161455,29-05-2021 11:23,29-05-2021 12:13,50,3,3,8,8,1,3,17,404
10-05-2021 05:06,2649092135950,2649092135950,10-05-2021 05:06,10-05-2021 05:12,6,3,3,9,9,2,3,16,300
29-05-2021 19:44,7007676833873,7007676833873,29-05-2021 19:44,29-05-2021 21:23,99,6,6,2,2,2,2,16,500
27-05-2021 12:29,3915982970339,3915982970339,27-05-2021 12:29,27-05-2021 12:31,2,1,1,2,2,2,3,17,404
