start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
2018-10-03 18:06:57,9207210805515,9207210805515,2018-10-03 18:06:58,2018-10-03 18:22:57,16,5,5,5,5,1
2018-10-14 12:46:45,0259783468862,0259783468862,2018-10-14 12:46:46,2018-10-14 12:52:45,6,0,0,3,3,2
2018-10-05 10:32:19,2652212604130,2652212604130,2018-10-05 10:32:20,2018-10-05 10:33:19,1,7,7,4,4,1
2018-10-05 13:06:21,7952301536115,7952301536115,2018-10-05 13:06:22,2018-10-05 14:31:21,85,7,7,0,0,1
2018-10-19 00:12:55,1406708329722,1406708329722,2018-10-19 00:12:56,2018-10-19 01:45:55,93,3,3,2,2,2
2018-10-04 00:41:30,3038023211148,3038023211148,2018-10-04 00:41:31,2018-10-04 01:37:30,56,3,3,2,2,2
2018-10-23 07:03:19,9215685132265,9215685132265,2018-10-23 07:03:20,2018-10-23 08:28:19,85,9,9,7,7,2
2018-10-28 20:30:39,6354011436816,6354011436816,2018-10-28 20:30:40,2018-10-28 20:47:39,17,0,0,4,4,1
2018-10-22 08:21:48,2508002210131,2508002210131,2018-10-22 08:21:49,2018-10-22 08:36:48,15,2,2,8,8,2
2018-10-15 14:02:08,5823248694239,5823248694239,2018-10-15 14:02:09,2018-10-15 15:14:08,72,1,1,5,5,1
2018-10-22 05:00:03,4595612735152,4595612735152,2018-10-22 05:00:04,2018-10-22 06:26:03,86,0,0,8,8,2
2018-10-06 08:10:37,5066630793147,5066630793147,2018-10-06 08:10:38,2018-10-06 08:32:37,22,0,0,2,2,2
2018-10-04 22:45:22,8330820738589,8330820738589,2018-10-04 22:45:23,2018-10-04 23:56:22,71,4,4,7,7,2
2018-10-13 01:35:05,9511187535459,9511187535459,2018-10-13 01:35:06,2018-10-13 02:49:05,74,9,9,5,5,2
2018-10-04 09:14:09,6193187293204,6193187293204,2018-10-04 09:14:10,2018-10-04 10:53:09,99,5,5,5,5,1
2018-10-25 17:26:53,9998531878715,9998531878715,2018-10-25 17:26:54,2018-10-25 17:33:53,7,1,1,9,9,2
