start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
18-07-2021 20:08,6087874740053,6087874740053,18-07-2021 20:08,18-07-2021 20:57,49,8,8,7,7,1,1,18,200
20-07-2021 01:56,9099853067406,9099853067406,20-07-2021 01:56,20-07-2021 02:58,62,1,1,9,9,1,2,18,300
30-07-2021 07:59,5940505070438,5940505070438,30-07-2021 07:59,30-07-2021 08:36,37,1,1,8,8,1,1,18,500
10-07-2021 06:37,5901767306748,5901767306748,10-07-2021 06:37,10-07-2021 07:08,31,8,8,9,9,2,1,16,404
28-07-2021 21:26,3738509502634,3738509502634,28-07-2021 21:26,28-07-2021 22:27,61,1,1,8,8,1,2,16,200
06-07-2021 22:28,9807071704651,9807071704651,06-07-2021 22:28,06-07-2021 23:39,71,3,3,8,8,2,2,18,200
01-07-2021 10:28,4476846030986,4476846030986,01-07-2021 10:28,01-07-2021 11:29,61,8,8,0,0,1,2,16,200
03-07-2021 10:47,1713007610965,1713007610965,03-07-2021 10:47,03-07-2021 11:01,14,6,6,5,5,1,3,16,200
07-07-2021 22:14,3966931008523,3966931008523,07-07-2021 22:14,07-07-2021 23:39,85,7,7,3,3,2,1,16,200
11-07-2021 09:56,9611365397336,9611365397336,11-07-2021 09:56,11-07-2021 10:16,20,4,4,0,0,2,1,18,404
13-07-2021 20:37,5786512999438,5786512999438,13-07-2021 20:37,13-07-2021 21:19,42,5,5,0,0,2,1,17,200
17-07-2021 01:34,9812896985269,9812896985269,17-07-2021 01:34,17-07-2021 02:36,62,7,7,1,1,1,1,16,200
10-07-2021 08:26,1271151320734,1271151320734,10-07-2021 08:26,10-07-2021 09:38,72,9,9,0,0,1,2,16,200
02-07-2021 23:51,8916440396440,8916440396440,02-07-2021 23:51,03-07-2021 01:18,87,4,4,8,8,2,3,17,200
05-07-2021 11:30,7082727148049,7082727148049,05-07-2021 11:30,05-07-2021 11:55,25,6,6,1,1,2,3,18,404
28-07-2021 03:11,2007130618679,2007130618679,28-07-2021 03:11,28-07-2021 04:28,77,5,5,4,4,1,3,17,200
20-07-2021 14:33,6836813248776,6836813248776,20-07-2021 14:33,20-07-2021 15:56,83,6,6,1,1,1,1,16,500
14-07-2021 16:20,4563722048805,4563722048805,14-07-2021 16:20,14-07-2021 17:10,50,2,2,5,5,2,1,16,300
22-07-2021 20:09,1396790583556,1396790583556,22-07-2021 20:09,22-07-2021 20:31,22,5,5,7,7,2,3,16,404
18-07-2021 21:49,2728229958412,2728229958412,18-07-2021 21:49,18-07-2021 22:51,62,5,5,3,3,2,1,18,200
07-07-2021 21:28,7141585532375,7141585532375,07-07-2021 21:28,07-07-2021 21:38,10,2,2,1,1,1,3,18,200
29-07-2021 08:04,1848782411684,1848782411684,29-07-2021 08:04,29-07-2021 08:19,15,3,3,9,9,2,3,18,404
02-07-2021 08:54,3347074830102,3347074830102,02-07-2021 08:54,02-07-2021 10:24,90,7,7,3,3,1,3,17,200
30-07-2021 22:09,6968563836646,6968563836646,30-07-2021 22:09,30-07-2021 23:18,69,6,6,1,1,2,3,17,404
15-07-2021 13:03,8011731748253,8011731748253,15-07-2021 13:03,15-07-2021 13:49,46,4,4,7,7,2,3,16,200
18-07-2021 23:25,6234444629436,6234444629436,18-07-2021 23:25,19-07-2021 00:58,93,9,9,8,8,2,1,16,200
10-07-2021 02:51,4314552809175,4314552809175,10-07-2021 02:51,10-07-2021 03:35,44,4,4,7,7,2,3,16,200
17-07-2021 20:47,6401058379479,6401058379479,17-07-2021 20:47,17-07-2021 21:13,26,8,8,4,4,1,2,17,200
03-07-2021 12:20,2886995478169,2886995478169,03-07-2021 12:20,03-07-2021 13:33,73,1,1,4,4,2,2,16,500
14-07-2021 05:15,8495089647581,8495089647581,14-07-2021 05:15,14-07-2021 05:21,6,8,8,3,3,2,1,16,300
24-07-2021 15:40,3962836629873,3962836629873,24-07-2021 15:40,24-07-2021 16:20,40,0,0,8,8,1,1,16,200
23-07-2021 10:36,4978299037990,4978299037990,23-07-2021 10:36,23-07-2021 11:38,62,2,2,1,1,2,2,16,500
15-07-2021 23:13,5322514113404,5322514113404,15-07-2021 23:14,16-07-2021 00:07,54,5,5,5,5,1,1,18,200
30-07-2021 20:48,1454416441098,1454416441098,30-07-2021 20:48,30-07-2021 22:05,77,4,4,9,9,1,3,18,200
26-07-2021 12:48,0356048688829,0356048688829,26-07-2021 12:48,26-07-2021 14:20,92,5,5,4,4,1,1,16,200
10-07-2021 17:10,4878161784297,4878161784297,10-07-2021 17:10,10-07-2021 17:34,24,0,0,7,7,1,1,16,200
10-07-2021 14:08,8422384606466,8422384606466,10-07-2021 14:08,10-07-2021 15:20,72,9,9,7,7,2,2,16,500
01-07-2021 01:39,3278411841662,3278411841662,01-07-2021 01:39,01-07-2021 02:44,65,0,0,5,5,1,1,16,404
09-07-2021 03:40,2115358496687,2115358496687,09-07-2021 03:40,09-07-2021 03:41,1,8,8,2,2,2,3,17,200
13-07-2021 12:28,2401230477387,2401230477387,13-07-2021 12:29,13-07-2021 13:34,66,7,7,9,9,1,2,16,300
02-07-2021 17:57,6980944236122,6980944236122,02-07-2021 17:57,02-07-2021 18:46,49,5,5,1,1,1,3,16,200
10-07-2021 13:26,4069322245775,4069322245775,10-07-2021 13:26,10-07-2021 13:26,0,4,4,8,8,2,2,16,300
12-07-2021 02:13,5117119750368,5117119750368,12-07-2021 02:13,12-07-2021 03:49,96,7,7,0,0,2,1,18,200
24-07-2021 18:18,8925121061158,8925121061158,24-07-2021 18:18,24-07-2021 18:58,40,0,0,3,3,1,3,16,300
30-07-2021 15:34,4696837387128,4696837387128,30-07-2021 15:34,30-07-2021 17:12,98,8,8,1,1,1,3,18,404
19-07-2021 19:36,1819109650900,1819109650900,19-07-2021 19:36,19-07-2021 20:16,40,4,4,4,4,2,2,16,404
06-07-2021 08:47,0941369408765,0941369408765,06-07-2021 08:47,06-07-2021 10:02,75,2,2,4,4,1,2,16,500
02-07-2021 07:45,4677503463327,4677503463327,02-07-2021 07:45,02-07-2021 09:22,97,6,6,6,6,2,3,16,200
04-07-2021 07:10,0436732792392,0436732792392,04-07-2021 07:10,04-07-2021 08:06,56,9,9,6,6,1,2,16,404
