start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
19-06-2019 03:14,6074914808287,6074914808287,19-06-2019 03:14,19-06-2019 03:50,36,6,6,0,0,2,1,18,404
19-06-2019 20:59,2061995653868,2061995653868,19-06-2019 20:59,19-06-2019 21:11,12,7,7,7,7,2,1,17,200
18-06-2019 00:41,1982065176099,1982065176099,18-06-2019 00:41,18-06-2019 01:51,70,7,7,4,4,1,1,17,200
19-06-2019 22:18,0344619006952,0344619006952,19-06-2019 22:18,19-06-2019 22:55,37,3,3,0,0,1,1,17,404
29-06-2019 21:34,7239063258112,7239063258112,29-06-2019 21:34,29-06-2019 21:42,8,9,9,8,8,2,2,18,300
08-06-2019 00:25,7066672053373,7066672053373,08-06-2019 00:25,08-06-2019 01:26,61,1,1,2,2,1,1,18,200
20-06-2019 17:04,4554823954834,4554823954834,20-06-2019 17:04,20-06-2019 17:32,28,3,3,4,4,1,1,18,404
18-06-2019 15:23,8189793404573,8189793404573,18-06-2019 15:23,18-06-2019 16:41,78,0,0,0,0,2,2,18,200
24-06-2019 08:19,6000266348676,6000266348676,24-06-2019 08:19,24-06-2019 09:44,85,9,9,0,0,1,2,16,404
25-06-2019 12:01,4850977471621,4850977471621,25-06-2019 12:01,25-06-2019 12:41,40,9,9,8,8,1,2,16,404
12-06-2019 20:26,4460578680980,4460578680980,12-06-2019 20:26,12-06-2019 21:20,54,1,1,1,1,1,2,16,404
16-06-2019 23:02,3567489598934,3567489598934,16-06-2019 23:02,16-06-2019 23:49,47,0,0,1,1,1,1,17,200
15-06-2019 16:33,6508530296556,6508530296556,15-06-2019 16:33,15-06-2019 17:17,44,1,1,7,7,2,3,17,300
08-06-2019 10:09,0884230995614,0884230995614,08-06-2019 10:09,08-06-2019 10:47,38,1,1,4,4,2,1,16,200
15-06-2019 16:35,0465905258227,0465905258227,15-06-2019 16:35,15-06-2019 16:55,20,2,2,5,5,2,3,17,300
20-06-2019 03:33,9564003892946,9564003892946,20-06-2019 03:33,20-06-2019 03:40,7,6,6,1,1,1,2,16,300
06-06-2019 11:33,1471635369990,1471635369990,06-06-2019 11:33,06-06-2019 11:49,16,3,3,2,2,2,3,16,404
19-06-2019 17:53,3017078075600,3017078075600,19-06-2019 17:53,19-06-2019 18:44,51,3,3,0,0,1,1,17,500
25-06-2019 23:01,2774587094670,2774587094670,25-06-2019 23:01,26-06-2019 00:20,79,7,7,5,5,1,2,18,200
18-06-2019 22:14,4149676312470,4149676312470,18-06-2019 22:14,18-06-2019 23:30,76,1,1,7,7,2,1,17,200
28-06-2019 01:06,8380364130804,8380364130804,28-06-2019 01:06,28-06-2019 02:18,72,6,6,4,4,1,2,16,200
19-06-2019 10:46,8286201919689,8286201919689,19-06-2019 10:46,19-06-2019 12:25,99,9,9,6,6,2,2,18,500
25-06-2019 11:03,4109016401182,4109016401182,25-06-2019 11:03,25-06-2019 11:56,53,6,6,3,3,1,2,18,200
13-06-2019 18:40,2288743673630,2288743673630,13-06-2019 18:40,13-06-2019 19:03,23,1,1,4,4,1,3,16,200
11-06-2019 12:04,8033150587345,8033150587345,11-06-2019 12:04,11-06-2019 12:40,36,4,4,5,5,1,3,16,404
23-06-2019 22:24,3997050518205,3997050518205,23-06-2019 22:24,23-06-2019 22:50,26,3,3,0,0,1,2,16,200
18-06-2019 14:27,8692721005904,8692721005904,18-06-2019 14:27,18-06-2019 14:31,4,0,0,4,4,2,3,17,500
15-06-2019 00:14,3652455595541,3652455595541,15-06-2019 00:14,15-06-2019 01:26,72,1,1,2,2,1,3,18,200
03-06-2019 03:25,8599363864059,8599363864059,03-06-2019 03:25,03-06-2019 03:41,16,2,2,2,2,1,3,16,500
16-06-2019 16:22,0264725926248,0264725926248,16-06-2019 16:22,16-06-2019 17:56,94,8,8,0,0,2,2,16,500
24-06-2019 00:46,7613906432147,7613906432147,24-06-2019 00:46,24-06-2019 01:48,62,7,7,3,3,2,1,18,404
10-06-2019 04:56,5440549984508,5440549984508,10-06-2019 04:56,10-06-2019 06:02,66,3,3,8,8,2,2,18,200
05-06-2019 20:44,9525813967076,9525813967076,05-06-2019 20:44,05-06-2019 20:59,15,0,0,3,3,1,1,16,500
16-06-2019 07:47,8678533978230,8678533978230,16-06-2019 07:47,16-06-2019 09:17,90,8,8,9,9,1,2,16,300
24-06-2019 18:40,4941801561964,4941801561964,24-06-2019 18:40,24-06-2019 20:08,88,8,8,4,4,2,2,18,200
