start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
2018-08-15 10:56:59,6385171503789,6385171503789,2018-08-15 10:57:00,2018-08-15 11:10:59,14,1,1,5,5,1
2018-08-14 19:45:23,6275341621355,6275341621355,2018-08-14 19:45:24,2018-08-14 20:45:23,60,4,4,4,4,2
2018-08-11 14:15:47,1832923289709,1832923289709,2018-08-11 14:15:48,2018-08-11 14:17:47,2,3,3,1,1,2
2018-08-30 01:41:12,4918053026941,4918053026941,2018-08-30 01:41:13,2018-08-30 03:20:12,99,9,9,5,5,1
2018-08-09 01:40:07,4922774117504,4922774117504,2018-08-09 01:40:08,2018-08-09 03:08:07,88,0,0,3,3,2
2018-08-30 09:08:21,4863215777557,4863215777557,2018-08-30 09:08:22,2018-08-30 09:13:21,5,1,1,1,1,1
2018-08-22 12:50:23,6127115494009,6127115494009,2018-08-22 12:50:24,2018-08-22 14:02:23,72,7,7,4,4,1
2018-08-25 08:32:01,3016511152403,3016511152403,2018-08-25 08:32:02,2018-08-25 08:36:01,4,0,0,3,3,1
2018-08-07 22:34:46,0748577605434,0748577605434,2018-08-07 22:34:47,2018-08-07 23:51:46,77,6,6,3,3,1
2018-08-15 06:48:13,9958517849511,9958517849511,2018-08-15 06:48:14,2018-08-15 07:03:13,15,8,8,6,6,2
2018-08-30 22:04:12,6090215288705,6090215288705,2018-08-30 22:04:13,2018-08-30 22:08:12,4,4,4,4,4,2
2018-08-05 22:13:33,5566323632021,5566323632021,2018-08-05 22:13:34,2018-08-05 23:37:33,84,1,1,6,6,2
2018-08-25 12:16:02,1329841582934,1329841582934,2018-08-25 12:16:03,2018-08-25 13:28:02,72,0,0,9,9,2
2018-08-02 23:24:24,3309938007928,3309938007928,2018-08-02 23:24:25,2018-08-03 00:39:24,75,3,3,6,6,2
2018-08-27 19:21:20,0416477216515,0416477216515,2018-08-27 19:21:21,2018-08-27 20:11:20,50,6,6,0,0,1
2018-08-17 22:17:48,6179477311114,6179477311114,2018-08-17 22:17:49,2018-08-17 23:36:48,79,3,3,6,6,1
2018-08-06 17:16:47,2806864183926,2806864183926,2018-08-06 17:16:48,2018-08-06 18:16:47,60,3,3,5,5,2
2018-08-14 17:23:10,2770539285452,2770539285452,2018-08-14 17:23:11,2018-08-14 18:02:10,39,7,7,3,3,1
2018-08-14 12:57:50,2134837523422,2134837523422,2018-08-14 12:57:51,2018-08-14 14:03:50,66,4,4,3,3,2
2018-08-23 08:44:02,0810188537462,0810188537462,2018-08-23 08:44:03,2018-08-23 09:20:02,36,8,8,4,4,1
2018-08-01 09:08:33,5811422981977,5811422981977,2018-08-01 09:08:34,2018-08-01 09:48:33,40,9,9,0,0,1
2018-08-23 20:04:32,0868926925536,0868926925536,2018-08-23 20:04:33,2018-08-23 21:26:32,82,1,1,2,2,2
2018-08-30 06:03:46,2282890576561,2282890576561,2018-08-30 06:03:47,2018-08-30 07:38:46,95,1,1,2,2,2
2018-08-08 19:13:18,7484597104776,7484597104776,2018-08-08 19:13:19,2018-08-08 20:23:18,70,8,8,8,8,2
2018-08-28 00:43:14,7198073784927,7198073784927,2018-08-28 00:43:15,2018-08-28 00:57:14,14,0,0,0,0,1
2018-08-27 10:36:24,9462433729229,9462433729229,2018-08-27 10:36:25,2018-08-27 12:10:24,94,4,4,9,9,1
2018-08-20 12:12:10,3527055650566,3527055650566,2018-08-20 12:12:11,2018-08-20 13:20:10,68,4,4,4,4,1
2018-08-27 21:37:25,4609511016622,4609511016622,2018-08-27 21:37:26,2018-08-27 21:46:25,9,3,3,4,4,2
2018-08-25 08:09:35,4352560794748,4352560794748,2018-08-25 08:09:36,2018-08-25 09:31:35,82,8,8,9,9,2
2018-08-10 08:24:05,4479589995251,4479589995251,2018-08-10 08:24:06,2018-08-10 09:50:05,86,8,8,5,5,2
2018-08-01 21:09:07,3171588626998,3171588626998,2018-08-01 21:09:08,2018-08-01 21:58:07,49,5,5,8,8,1
2018-08-20 02:47:38,8492769824316,8492769824316,2018-08-20 02:47:39,2018-08-20 03:43:38,56,0,0,0,0,1
2018-08-28 12:32:22,3637116794345,3637116794345,2018-08-28 12:32:23,2018-08-28 12:42:22,10,5,5,7,7,1
2018-08-30 05:00:17,2819126348424,2819126348424,2018-08-30 05:00:18,2018-08-30 05:30:17,30,4,4,0,0,1
2018-08-28 08:51:04,6641261866508,6641261866508,2018-08-28 08:51:05,2018-08-28 08:56:04,5,3,3,0,0,2
2018-08-04 20:47:07,7177581088578,7177581088578,2018-08-04 20:47:08,2018-08-04 21:28:07,41,2,2,3,3,2
2018-08-20 09:59:15,5667958751562,5667958751562,2018-08-20 09:59:16,2018-08-20 10:17:15,18,4,4,6,6,2
2018-08-07 21:37:46,0934627979858,0934627979858,2018-08-07 21:37:47,2018-08-07 23:16:46,99,7,7,5,5,2
2018-08-23 18:41:43,6128517167918,6128517167918,2018-08-23 18:41:44,2018-08-23 19:16:43,35,4,4,3,3,1
2018-08-18 17:51:43,1487175474566,1487175474566,2018-08-18 17:51:44,2018-08-18 19:03:43,72,5,5,0,0,2
2018-08-02 13:49:58,7973303396197,7973303396197,2018-08-02 13:49:59,2018-08-02 15:19:58,90,0,0,6,6,1
2018-08-14 03:10:39,3211889550742,3211889550742,2018-08-14 03:10:40,2018-08-14 04:08:39,58,8,8,3,3,2
2018-08-09 18:36:13,5747486549809,5747486549809,2018-08-09 18:36:14,2018-08-09 19:46:13,70,2,2,4,4,1
2018-08-18 20:20:51,1107959758990,1107959758990,2018-08-18 20:20:52,2018-08-18 21:51:51,91,3,3,8,8,2
2018-08-26 14:58:15,9474026519638,9474026519638,2018-08-26 14:58:16,2018-08-26 15:30:15,32,9,9,6,6,1
2018-08-18 17:41:16,9291311448301,9291311448301,2018-08-18 17:41:17,2018-08-18 19:16:16,95,1,1,7,7,2
2018-08-02 21:44:41,6339744227783,6339744227783,2018-08-02 21:44:42,2018-08-02 23:10:41,86,1,1,7,7,1
2018-08-03 02:35:35,8303501483412,8303501483412,2018-08-03 02:35:36,2018-08-03 04:09:35,94,9,9,0,0,2
2018-08-27 03:57:24,9775839839643,9775839839643,2018-08-27 03:57:25,2018-08-27 04:55:24,58,9,9,1,1,2
2018-08-01 05:23:54,0008760814465,0008760814465,2018-08-01 05:23:55,2018-08-01 06:18:54,55,8,8,6,6,2
2018-08-24 11:23:03,5812572509496,5812572509496,2018-08-24 11:23:04,2018-08-24 11:37:03,14,4,4,0,0,1
2018-08-25 00:29:02,9029937092269,9029937092269,2018-08-25 00:29:03,2018-08-25 01:36:02,67,9,9,3,3,1
2018-08-21 07:32:59,4573157469005,4573157469005,2018-08-21 07:33:00,2018-08-21 08:31:59,59,6,6,4,4,1
2018-08-10 09:02:44,6953062972071,6953062972071,2018-08-10 09:02:45,2018-08-10 09:42:44,40,4,4,9,9,2
2018-08-09 03:09:12,7973113924566,7973113924566,2018-08-09 03:09:13,2018-08-09 03:58:12,49,6,6,6,6,2
2018-08-26 17:23:22,3876182173041,3876182173041,2018-08-26 17:23:23,2018-08-26 17:55:22,32,3,3,8,8,1
2018-08-07 05:13:29,2874113233350,2874113233350,2018-08-07 05:13:30,2018-08-07 05:24:29,11,6,6,3,3,2
2018-08-01 08:53:42,0415370318504,0415370318504,2018-08-01 08:53:43,2018-08-01 09:31:42,38,7,7,0,0,1
2018-08-12 13:13:58,2514044355585,2514044355585,2018-08-12 13:13:59,2018-08-12 14:05:58,52,9,9,4,4,2
2018-08-29 17:08:03,8427647308239,8427647308239,2018-08-29 17:08:04,2018-08-29 17:46:03,38,1,1,9,9,1
2018-08-06 10:38:18,0458368060897,0458368060897,2018-08-06 10:38:19,2018-08-06 11:25:18,47,8,8,0,0,2
2018-08-12 03:17:58,7948913133004,7948913133004,2018-08-12 03:17:59,2018-08-12 03:25:58,8,3,3,5,5,2
2018-08-07 01:00:09,2998020448823,2998020448823,2018-08-07 01:00:10,2018-08-07 01:35:09,35,4,4,4,4,2
2018-08-17 19:09:04,5919595582480,5919595582480,2018-08-17 19:09:05,2018-08-17 20:33:04,84,3,3,6,6,1
2018-08-04 20:01:57,3888782104461,3888782104461,2018-08-04 20:01:58,2018-08-04 20:01:57,0,8,8,2,2,1
2018-08-18 02:34:31,0231819022284,0231819022284,2018-08-18 02:34:32,2018-08-18 03:58:31,84,8,8,2,2,2
2018-08-30 22:37:38,9879373884249,9879373884249,2018-08-30 22:37:39,2018-08-30 23:22:38,45,1,1,2,2,1
2018-08-28 06:56:17,6970517402244,6970517402244,2018-08-28 06:56:18,2018-08-28 07:19:17,23,0,0,8,8,2
2018-08-23 14:51:24,6118941319544,6118941319544,2018-08-23 14:51:25,2018-08-23 16:15:24,84,6,6,0,0,1
2018-08-10 11:57:10,4721055202806,4721055202806,2018-08-10 11:57:11,2018-08-10 11:57:10,0,0,0,4,4,2
2018-08-28 19:55:05,4844494838587,4844494838587,2018-08-28 19:55:06,2018-08-28 20:33:05,38,7,7,1,1,1
2018-08-16 10:50:29,1909455852153,1909455852153,2018-08-16 10:50:30,2018-08-16 12:19:29,89,5,5,7,7,2
2018-08-01 23:36:21,0350894818359,0350894818359,2018-08-01 23:36:22,2018-08-01 23:40:21,4,8,8,5,5,2
2018-08-28 16:40:10,0503178370311,0503178370311,2018-08-28 16:40:11,2018-08-28 17:49:10,69,3,3,4,4,1
2018-08-15 03:04:22,4470344685437,4470344685437,2018-08-15 03:04:23,2018-08-15 04:04:22,60,8,8,9,9,2
2018-08-21 14:56:08,2836493634381,2836493634381,2018-08-21 14:56:09,2018-08-21 16:06:08,70,0,0,7,7,1
2018-08-11 14:13:24,9990428955797,9990428955797,2018-08-11 14:13:25,2018-08-11 15:11:24,58,7,7,8,8,2
2018-08-01 03:33:02,2113759805331,2113759805331,2018-08-01 03:33:03,2018-08-01 04:46:02,73,5,5,5,5,1
2018-08-16 17:27:17,4980289936944,4980289936944,2018-08-16 17:27:18,2018-08-16 18:16:17,49,0,0,1,1,1
2018-08-08 18:37:40,7509271535871,7509271535871,2018-08-08 18:37:41,2018-08-08 20:05:40,88,9,9,6,6,2
2018-08-12 18:45:58,3227256614644,3227256614644,2018-08-12 18:45:59,2018-08-12 19:40:58,55,1,1,8,8,1
2018-08-27 19:11:16,5984610342500,5984610342500,2018-08-27 19:11:17,2018-08-27 19:27:16,16,5,5,0,0,2
2018-08-26 20:01:10,6483376095834,6483376095834,2018-08-26 20:01:11,2018-08-26 21:05:10,64,3,3,7,7,2
2018-08-30 22:28:42,8787334631459,8787334631459,2018-08-30 22:28:43,2018-08-30 23:39:42,71,2,2,6,6,2
2018-08-22 05:26:34,3935273527972,3935273527972,2018-08-22 05:26:35,2018-08-22 06:57:34,91,4,4,3,3,1
2018-08-26 14:39:43,0110649651040,0110649651040,2018-08-26 14:39:44,2018-08-26 15:56:43,77,6,6,5,5,2
2018-08-25 01:08:43,6428073882372,6428073882372,2018-08-25 01:08:44,2018-08-25 01:18:43,10,5,5,3,3,1
2018-08-01 22:04:34,9546645069197,9546645069197,2018-08-01 22:04:35,2018-08-01 23:06:34,62,8,8,4,4,1
2018-08-05 12:33:02,7454709227123,7454709227123,2018-08-05 12:33:03,2018-08-05 13:32:02,59,3,3,9,9,1
2018-08-10 21:25:10,7263740599662,7263740599662,2018-08-10 21:25:11,2018-08-10 22:39:10,74,7,7,0,0,2
2018-08-11 06:01:50,6066644844748,6066644844748,2018-08-11 06:01:51,2018-08-11 07:25:50,84,9,9,2,2,2
2018-08-27 07:22:49,0488294910588,0488294910588,2018-08-27 07:22:50,2018-08-27 08:56:49,94,6,6,0,0,1
2018-08-20 22:38:19,9237791023162,9237791023162,2018-08-20 22:38:20,2018-08-21 00:04:19,86,4,4,9,9,1
2018-08-21 23:20:10,1051033288635,1051033288635,2018-08-21 23:20:11,2018-08-21 23:29:10,9,6,6,8,8,2
2018-08-10 15:25:08,1699608461077,1699608461077,2018-08-10 15:25:09,2018-08-10 16:02:08,37,5,5,2,2,2
2018-08-02 22:38:57,3183453218208,3183453218208,2018-08-02 22:38:58,2018-08-02 23:34:57,56,7,7,5,5,1
2018-08-18 16:16:25,5868616475512,5868616475512,2018-08-18 16:16:26,2018-08-18 16:26:25,10,9,9,6,6,1
2018-08-14 16:47:06,8446807600418,8446807600418,2018-08-14 16:47:07,2018-08-14 16:52:06,5,4,4,8,8,1
2018-08-28 17:47:32,5860492622900,5860492622900,2018-08-28 17:47:33,2018-08-28 19:07:32,80,4,4,3,3,2
2018-08-10 11:15:02,7942945110826,7942945110826,2018-08-10 11:15:03,2018-08-10 12:18:02,63,9,9,9,9,1
2018-08-30 21:30:50,7968243679396,7968243679396,2018-08-30 21:30:51,2018-08-30 21:50:50,20,9,9,0,0,2
2018-08-28 19:32:17,1856058792976,1856058792976,2018-08-28 19:32:18,2018-08-28 20:18:17,46,2,2,9,9,2
2018-08-08 22:21:14,9138460997930,9138460997930,2018-08-08 22:21:15,2018-08-08 23:56:14,95,5,5,5,5,2
2018-08-30 14:43:53,0514676748182,0514676748182,2018-08-30 14:43:54,2018-08-30 14:59:53,16,3,3,0,0,2
2018-08-14 18:50:40,0020890974148,0020890974148,2018-08-14 18:50:41,2018-08-14 19:18:40,28,4,4,4,4,1
2018-08-01 11:31:54,9217608815704,9217608815704,2018-08-01 11:31:55,2018-08-01 12:11:54,40,3,3,7,7,1
2018-08-28 02:16:36,4400371880294,4400371880294,2018-08-28 02:16:37,2018-08-28 02:29:36,13,0,0,3,3,2
2018-08-24 12:34:56,5275846503814,5275846503814,2018-08-24 12:34:57,2018-08-24 13:26:56,52,0,0,4,4,2
2018-08-16 12:02:56,2000430030327,2000430030327,2018-08-16 12:02:57,2018-08-16 13:23:56,81,5,5,4,4,2
2018-08-25 06:26:41,6159811039851,6159811039851,2018-08-25 06:26:42,2018-08-25 06:56:41,30,6,6,8,8,2
2018-08-20 08:28:12,0731144794926,0731144794926,2018-08-20 08:28:13,2018-08-20 08:53:12,25,4,4,0,0,1
2018-08-21 23:38:24,8051575921714,8051575921714,2018-08-21 23:38:25,2018-08-21 23:39:24,1,2,2,4,4,1
2018-08-20 09:01:50,7934443213849,7934443213849,2018-08-20 09:01:51,2018-08-20 09:16:50,15,9,9,6,6,2
2018-08-28 04:15:31,0414706281287,0414706281287,2018-08-28 04:15:32,2018-08-28 04:47:31,32,5,5,1,1,2
2018-08-23 07:27:40,0103668919605,0103668919605,2018-08-23 07:27:41,2018-08-23 09:03:40,96,5,5,2,2,1
2018-08-17 01:47:45,2533952508636,2533952508636,2018-08-17 01:47:46,2018-08-17 03:11:45,84,3,3,8,8,1
2018-08-14 05:31:14,9275324038094,9275324038094,2018-08-14 05:31:15,2018-08-14 05:42:14,11,6,6,0,0,1
2018-08-09 10:18:37,5681191337843,5681191337843,2018-08-09 10:18:38,2018-08-09 10:42:37,24,9,9,0,0,1
2018-08-11 18:02:17,5076442946046,5076442946046,2018-08-11 18:02:18,2018-08-11 18:42:17,40,9,9,0,0,1
2018-08-10 20:28:10,4253134222034,4253134222034,2018-08-10 20:28:11,2018-08-10 21:35:10,67,5,5,2,2,1
2018-08-15 22:37:35,7658344908906,7658344908906,2018-08-15 22:37:36,2018-08-15 23:16:35,39,2,2,0,0,1
2018-08-05 11:59:44,3675768731664,3675768731664,2018-08-05 11:59:45,2018-08-05 12:45:44,46,1,1,4,4,1
2018-08-25 09:58:16,1033445045575,1033445045575,2018-08-25 09:58:17,2018-08-25 10:25:16,27,2,2,9,9,1
2018-08-23 12:43:13,1818686996884,1818686996884,2018-08-23 12:43:14,2018-08-23 12:54:13,11,4,4,2,2,1
2018-08-19 02:55:48,9239821680006,9239821680006,2018-08-19 02:55:49,2018-08-19 03:06:48,11,0,0,7,7,2
2018-08-14 08:21:28,3790270612923,3790270612923,2018-08-14 08:21:29,2018-08-14 08:39:28,18,0,0,0,0,2
2018-08-26 08:10:47,4063526559532,4063526559532,2018-08-26 08:10:48,2018-08-26 08:21:47,11,5,5,1,1,1
2018-08-06 19:00:50,0440706701837,0440706701837,2018-08-06 19:00:51,2018-08-06 20:12:50,72,3,3,0,0,1
2018-08-12 23:07:57,4290363837470,4290363837470,2018-08-12 23:07:58,2018-08-12 23:13:57,6,8,8,4,4,2
2018-08-15 15:02:51,9171456067424,9171456067424,2018-08-15 15:02:52,2018-08-15 15:29:51,27,8,8,1,1,1
2018-08-24 13:36:47,7394507230936,7394507230936,2018-08-24 13:36:48,2018-08-24 13:57:47,21,6,6,3,3,1
2018-08-07 23:41:30,7330826164207,7330826164207,2018-08-07 23:41:31,2018-08-08 00:05:30,24,3,3,5,5,1
2018-08-14 10:36:19,0616420036088,0616420036088,2018-08-14 10:36:20,2018-08-14 11:22:19,46,8,8,6,6,2
2018-08-20 11:01:34,8187631050353,8187631050353,2018-08-20 11:01:35,2018-08-20 11:18:34,17,6,6,0,0,1
2018-08-14 12:42:09,6815958336260,6815958336260,2018-08-14 12:42:10,2018-08-14 13:03:09,21,7,7,8,8,2
2018-08-11 09:08:58,7332896423569,7332896423569,2018-08-11 09:08:59,2018-08-11 10:11:58,63,6,6,4,4,1
