start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
13-10-2022 22:33,2875003368562,2875003368562,13-10-2022 22:33,14-10-2022 00:05,92,6,6,3,3,2,2,16,404
12-10-2022 10:52,2052666199239,2052666199239,12-10-2022 10:52,12-10-2022 12:11,79,6,6,4,4,1,1,18,404
16-10-2022 22:43,0031871883948,0031871883948,16-10-2022 22:43,16-10-2022 23:00,17,3,3,3,3,2,1,18,500
13-10-2022 05:08,8284323810754,8284323810754,13-10-2022 05:08,13-10-2022 05:11,3,0,0,3,3,2,1,16,200
28-10-2022 19:39,2320698754035,2320698754035,28-10-2022 19:40,28-10-2022 19:55,16,1,1,9,9,2,3,16,200
23-10-2022 12:16,6112876306146,6112876306146,23-10-2022 12:16,23-10-2022 13:48,92,1,1,1,1,1,3,17,200
28-10-2022 19:26,5378590245604,5378590245604,28-10-2022 19:26,28-10-2022 19:46,20,8,8,3,3,2,3,18,500
06-10-2022 05:37,2641539062123,2641539062123,06-10-2022 05:37,06-10-2022 06:43,66,6,6,2,2,1,3,16,500
11-10-2022 21:08,5534908706851,5534908706851,11-10-2022 21:08,11-10-2022 21:32,24,6,6,6,6,2,1,16,300
20-10-2022 22:27,1760229454401,1760229454401,20-10-2022 22:27,20-10-2022 23:56,89,6,6,1,1,2,2,18,500
21-10-2022 17:26,5318168945271,5318168945271,21-10-2022 17:26,21-10-2022 18:37,71,0,0,1,1,2,2,16,200
12-10-2022 17:23,2386183680828,2386183680828,12-10-2022 17:23,12-10-2022 18:45,82,7,7,8,8,1,1,16,200
20-10-2022 04:59,9899463847054,9899463847054,20-10-2022 04:59,20-10-2022 06:22,83,6,6,1,1,2,3,18,500
10-10-2022 10:30,3617429800779,3617429800779,10-10-2022 10:30,10-10-2022 11:30,60,5,5,0,0,2,1,16,200
28-10-2022 09:11,9555248571561,9555248571561,28-10-2022 09:11,28-10-2022 09:21,10,9,9,2,2,1,3,16,200
09-10-2022 01:49,5096142222758,5096142222758,09-10-2022 01:49,09-10-2022 02:02,13,7,7,7,7,2,3,16,200
25-10-2022 05:35,4258090188410,4258090188410,25-10-2022 05:35,25-10-2022 07:13,98,8,8,4,4,1,2,16,200
10-10-2022 21:51,5689942535797,5689942535797,10-10-2022 21:51,10-10-2022 23:09,78,9,9,9,9,1,2,18,500
27-10-2022 23:17,0517472532380,0517472532380,27-10-2022 23:17,28-10-2022 00:10,53,7,7,5,5,1,1,16,200
11-10-2022 11:16,7616455435339,7616455435339,11-10-2022 11:16,11-10-2022 12:02,46,6,6,3,3,2,1,16,300
07-10-2022 00:54,6681059976673,6681059976673,07-10-2022 00:54,07-10-2022 01:40,46,1,1,4,4,1,1,16,200
04-10-2022 05:23,9443308335277,9443308335277,04-10-2022 05:23,04-10-2022 05:50,27,8,8,6,6,1,1,16,404
