start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
29-10-2020 07:05,8900563653663,8900563653663,29-10-2020 07:05,29-10-2020 07:06,1,2,2,3,3,2,2,16,200
19-10-2020 13:24,2251773457034,2251773457034,19-10-2020 13:24,19-10-2020 13:50,26,5,5,4,4,1,3,16,300
03-10-2020 00:40,6992883152653,6992883152653,03-10-2020 00:40,03-10-2020 01:33,53,4,4,9,9,1,2,18,500
07-10-2020 03:33,5853280617566,5853280617566,07-10-2020 03:33,07-10-2020 04:26,53,6,6,0,0,1,3,18,404
10-10-2020 21:04,9313976209081,9313976209081,10-10-2020 21:04,10-10-2020 22:11,67,7,7,2,2,2,3,17,200
08-10-2020 09:32,1896204730962,1896204730962,08-10-2020 09:32,08-10-2020 10:44,72,2,2,3,3,1,1,16,404
09-10-2020 03:50,2740639423034,2740639423034,09-10-2020 03:50,09-10-2020 03:59,9,3,3,7,7,2,2,16,200
17-10-2020 07:24,3447980086238,3447980086238,17-10-2020 07:24,17-10-2020 07:29,5,6,6,8,8,2,1,16,500
18-10-2020 16:58,2686688171902,2686688171902,18-10-2020 16:58,18-10-2020 18:32,94,8,8,5,5,1,2,17,404
15-10-2020 15:47,3872590528891,3872590528891,15-10-2020 15:47,15-10-2020 16:09,22,5,5,5,5,2,1,18,200
08-10-2020 21:16,3677501282285,3677501282285,08-10-2020 21:16,08-10-2020 22:02,46,4,4,3,3,2,1,17,200
12-10-2020 09:22,5500630416544,5500630416544,12-10-2020 09:22,12-10-2020 10:07,45,7,7,2,2,2,1,17,200
01-10-2020 09:40,2684165346723,2684165346723,01-10-2020 09:40,01-10-2020 11:15,95,5,5,3,3,2,2,16,500
25-10-2020 08:15,3321102671825,3321102671825,25-10-2020 08:15,25-10-2020 09:36,81,0,0,9,9,1,2,18,500
