start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
17-11-2020 04:44,1462289643541,1462289643541,17-11-2020 04:44,17-11-2020 05:29,45,8,8,3,3,1,3,18,200
08-11-2020 06:41,2581206408186,2581206408186,08-11-2020 06:41,08-11-2020 07:23,42,0,0,8,8,1,1,16,200
12-11-2020 13:50,7385568300492,7385568300492,12-11-2020 13:50,12-11-2020 14:29,39,2,2,5,5,2,1,18,300
21-11-2020 17:53,8853526392925,8853526392925,21-11-2020 17:53,21-11-2020 18:28,35,9,9,5,5,1,3,17,200
27-11-2020 03:17,2286250779377,2286250779377,27-11-2020 03:17,27-11-2020 04:21,64,4,4,3,3,2,3,17,500
24-11-2020 00:56,4345105685835,4345105685835,24-11-2020 00:56,24-11-2020 01:49,53,3,3,5,5,1,2,16,200
02-11-2020 17:24,3659516547644,3659516547644,02-11-2020 17:24,02-11-2020 17:57,33,5,5,6,6,1,2,17,300
23-11-2020 09:46,7116588919260,7116588919260,23-11-2020 09:46,23-11-2020 10:08,22,4,4,5,5,1,2,18,300
24-11-2020 09:17,7289741368590,7289741368590,24-11-2020 09:17,24-11-2020 09:21,4,9,9,9,9,2,2,16,404
27-11-2020 06:44,6779652223084,6779652223084,27-11-2020 06:44,27-11-2020 08:17,93,9,9,8,8,2,2,17,200
14-11-2020 04:55,7796001454419,7796001454419,14-11-2020 04:55,14-11-2020 05:39,44,5,5,9,9,1,2,18,404
27-11-2020 11:04,1659766175232,1659766175232,27-11-2020 11:04,27-11-2020 11:23,19,4,4,0,0,1,2,16,200
19-11-2020 18:34,7705270272171,7705270272171,19-11-2020 18:34,19-11-2020 19:17,43,0,0,0,0,2,3,18,300
21-11-2020 19:10,1998836115499,1998836115499,21-11-2020 19:10,21-11-2020 19:32,22,8,8,9,9,1,3,18,200
03-11-2020 07:00,6405980123332,6405980123332,03-11-2020 07:00,03-11-2020 07:03,3,8,8,5,5,2,3,16,200
04-11-2020 10:14,4959936273160,4959936273160,04-11-2020 10:14,04-11-2020 11:28,74,1,1,9,9,1,2,18,300
22-11-2020 19:02,8603161576597,8603161576597,22-11-2020 19:02,22-11-2020 20:31,89,1,1,3,3,1,3,17,200
06-11-2020 08:30,7977985674900,7977985674900,06-11-2020 08:30,06-11-2020 09:18,48,7,7,6,6,1,1,18,500
06-11-2020 10:33,5761019216418,5761019216418,06-11-2020 10:33,06-11-2020 10:55,22,6,6,6,6,1,3,18,500
21-11-2020 22:22,1386114454660,1386114454660,21-11-2020 22:22,21-11-2020 22:48,26,8,8,4,4,2,3,18,200
29-11-2020 02:49,6956207720935,6956207720935,29-11-2020 02:49,29-11-2020 03:26,37,4,4,1,1,1,3,18,300
07-11-2020 00:11,1091681413785,1091681413785,07-11-2020 00:11,07-11-2020 00:30,19,7,7,0,0,1,1,17,200
19-11-2020 05:56,7161684331796,7161684331796,19-11-2020 05:56,19-11-2020 07:31,95,2,2,3,3,1,3,16,200
27-11-2020 18:16,4435521465145,4435521465145,27-11-2020 18:16,27-11-2020 19:33,77,5,5,9,9,2,3,16,500
22-11-2020 04:33,5815946095163,5815946095163,22-11-2020 04:33,22-11-2020 04:34,1,0,0,1,1,2,2,17,200
16-11-2020 07:59,7854779661795,7854779661795,16-11-2020 07:59,16-11-2020 08:51,52,8,8,0,0,2,3,18,300
15-11-2020 16:32,2661029035446,2661029035446,15-11-2020 16:32,15-11-2020 17:56,84,0,0,1,1,1,3,16,500
18-11-2020 00:13,6940197020709,6940197020709,18-11-2020 00:13,18-11-2020 01:52,99,5,5,1,1,2,1,16,404
04-11-2020 00:04,3678468323139,3678468323139,04-11-2020 00:04,04-11-2020 00:12,8,7,7,0,0,2,2,17,404
28-11-2020 03:43,9812912651211,9812912651211,28-11-2020 03:43,28-11-2020 04:33,50,9,9,8,8,2,3,16,200
28-11-2020 03:03,2589520125696,2589520125696,28-11-2020 03:03,28-11-2020 04:24,81,8,8,4,4,2,2,17,200
24-11-2020 12:43,4826947426467,4826947426467,24-11-2020 12:43,24-11-2020 13:28,45,7,7,7,7,1,2,17,404
21-11-2020 02:41,4077972939176,4077972939176,21-11-2020 02:41,21-11-2020 03:28,47,4,4,6,6,2,1,16,200
