start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
2018-06-17 03:28:22,6977500062827,6977500062827,2018-06-17 03:28:23,2018-06-17 03:30:22,2,1,1,9,9,1
2018-06-23 06:39:51,5883415889140,5883415889140,2018-06-23 06:39:52,2018-06-23 08:12:51,93,5,5,2,2,1
2018-06-25 11:19:18,0192231479185,0192231479185,2018-06-25 11:19:19,2018-06-25 11:58:18,39,8,8,6,6,2
2018-06-07 12:05:35,6931093052499,6931093052499,2018-06-07 12:05:36,2018-06-07 12:20:35,15,3,3,9,9,2
2018-06-10 15:34:16,3461775802227,3461775802227,2018-06-10 15:34:17,2018-06-10 16:54:16,80,0,0,9,9,2
2018-06-13 02:38:16,0756778770946,0756778770946,2018-06-13 02:38:17,2018-06-13 03:16:16,38,7,7,9,9,1
2018-06-06 17:20:55,4313771358678,4313771358678,2018-06-06 17:20:56,2018-06-06 17:41:55,21,1,1,1,1,2
2018-06-01 01:41:26,4358026588902,4358026588902,2018-06-01 01:41:27,2018-06-01 01:52:26,11,1,1,2,2,1
2018-06-10 23:03:22,3511441680226,3511441680226,2018-06-10 23:03:23,2018-06-10 23:49:22,46,3,3,8,8,2
2018-06-04 03:43:57,1229495150002,1229495150002,2018-06-04 03:43:58,2018-06-04 03:49:57,6,2,2,9,9,2
2018-06-13 16:33:05,3827658321371,3827658321371,2018-06-13 16:33:06,2018-06-13 17:50:05,77,1,1,4,4,2
2018-06-25 06:52:31,0735033422395,0735033422395,2018-06-25 06:52:32,2018-06-25 08:23:31,91,4,4,6,6,1
2018-06-21 22:47:35,4402760172247,4402760172247,2018-06-21 22:47:36,2018-06-21 23:31:35,44,0,0,1,1,1
2018-06-09 01:52:06,1190154993949,1190154993949,2018-06-09 01:52:07,2018-06-09 02:06:06,14,2,2,8,8,2
2018-06-28 14:19:07,2412201260453,2412201260453,2018-06-28 14:19:08,2018-06-28 15:14:07,55,4,4,4,4,2
2018-06-28 12:45:06,9298171474760,9298171474760,2018-06-28 12:45:07,2018-06-28 13:52:06,67,5,5,7,7,1
2018-06-13 00:45:09,4681568886003,4681568886003,2018-06-13 00:45:10,2018-06-13 01:02:09,17,6,6,3,3,1
2018-06-09 12:16:16,6244512318403,6244512318403,2018-06-09 12:16:17,2018-06-09 13:02:16,46,5,5,6,6,1
2018-06-10 07:17:55,6137509875479,6137509875479,2018-06-10 07:17:56,2018-06-10 08:02:55,45,7,7,3,3,1
2018-06-02 15:36:54,4032687328560,4032687328560,2018-06-02 15:36:55,2018-06-02 17:00:54,84,3,3,0,0,1
2018-06-10 21:55:45,6465420099635,6465420099635,2018-06-10 21:55:46,2018-06-10 23:23:45,88,8,8,1,1,1
2018-06-26 12:10:34,5635552561703,5635552561703,2018-06-26 12:10:35,2018-06-26 13:21:34,71,1,1,7,7,2
2018-06-13 01:59:42,7778875364349,7778875364349,2018-06-13 01:59:43,2018-06-13 03:31:42,92,0,0,9,9,2
2018-06-12 01:51:36,5300647850983,5300647850983,2018-06-12 01:51:37,2018-06-12 02:26:36,35,0,0,5,5,1
2018-06-16 11:30:06,4492241648517,4492241648517,2018-06-16 11:30:07,2018-06-16 12:18:06,48,6,6,7,7,2
2018-06-09 19:26:23,1122976303618,1122976303618,2018-06-09 19:26:24,2018-06-09 20:51:23,85,3,3,7,7,2
2018-06-23 00:27:58,4046540275161,4046540275161,2018-06-23 00:27:59,2018-06-23 00:27:58,0,1,1,2,2,1
