start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
02-12-2018 11:47,4351292840924,4351292840924,02-12-2018 11:47,02-12-2018 13:16,89,5,5,0,0,2
08-12-2018 17:06,2889641281129,2889641281129,08-12-2018 17:06,08-12-2018 17:29,23,6,6,5,5,1
26-12-2018 07:02,9355734439461,9355734439461,26-12-2018 07:02,26-12-2018 08:17,75,5,5,9,9,2
19-12-2018 22:25,3434543450700,3434543450700,19-12-2018 22:25,19-12-2018 22:47,22,0,0,7,7,2
02-12-2018 13:51,5277498527047,5277498527047,02-12-2018 13:51,02-12-2018 13:53,2,3,3,9,9,1
23-12-2018 00:45,3948732719455,3948732719455,23-12-2018 00:45,23-12-2018 01:11,26,6,6,8,8,1
17-12-2018 20:54,0279478750043,0279478750043,17-12-2018 20:54,17-12-2018 22:16,82,4,4,0,0,2
08-12-2018 20:59,8966344375251,8966344375251,08-12-2018 20:59,08-12-2018 21:32,33,1,1,3,3,2
10-12-2018 00:32,3312816106185,3312816106185,10-12-2018 00:32,10-12-2018 00:41,9,3,3,3,3,2
11-12-2018 13:59,7131969891988,7131969891988,11-12-2018 13:59,11-12-2018 14:50,51,0,0,5,5,2
25-12-2018 17:43,3381961339134,3381961339134,25-12-2018 17:43,25-12-2018 17:58,15,0,0,0,0,2
25-12-2018 07:21,6175074000285,6175074000285,25-12-2018 07:21,25-12-2018 08:28,67,3,3,0,0,2
11-12-2018 08:20,8835487534377,8835487534377,11-12-2018 08:20,11-12-2018 08:56,36,2,2,6,6,2
22-12-2018 06:29,1707547039374,1707547039374,22-12-2018 06:29,22-12-2018 06:54,25,5,5,9,9,2
22-12-2018 01:21,1048825495465,1048825495465,22-12-2018 01:21,22-12-2018 02:47,86,9,9,6,6,2
10-12-2018 15:33,8743489472441,8743489472441,10-12-2018 15:33,10-12-2018 15:47,14,8,8,4,4,2
24-12-2018 05:03,8744850636169,8744850636169,24-12-2018 05:03,24-12-2018 06:04,61,7,7,8,8,2
26-12-2018 22:28,3129538696012,3129538696012,26-12-2018 22:28,26-12-2018 23:31,63,5,5,2,2,2
07-12-2018 22:09,3674162754668,3674162754668,07-12-2018 22:09,07-12-2018 23:12,63,8,8,9,9,2
17-12-2018 14:56,7505395670398,7505395670398,17-12-2018 14:56,17-12-2018 15:03,7,8,8,6,6,1
22-12-2018 08:29,1669225681905,1669225681905,22-12-2018 08:29,22-12-2018 09:15,46,7,7,6,6,2
24-12-2018 07:01,2257741994383,2257741994383,24-12-2018 07:01,24-12-2018 08:16,75,1,1,6,6,2
10-12-2018 17:26,7914178074191,7914178074191,10-12-2018 17:26,10-12-2018 18:06,40,8,8,9,9,1
26-12-2018 14:05,8745876635689,8745876635689,26-12-2018 14:05,26-12-2018 14:55,50,6,6,6,6,1
16-12-2018 08:36,5670404078337,5670404078337,16-12-2018 08:36,16-12-2018 08:56,20,1,1,2,2,2
22-12-2018 01:28,9617490551898,9617490551898,22-12-2018 01:28,22-12-2018 03:03,95,9,9,5,5,2
16-12-2018 23:06,7718243735198,7718243735198,16-12-2018 23:06,16-12-2018 23:46,40,7,7,0,0,2
03-12-2018 19:11,3208902384742,3208902384742,03-12-2018 19:11,03-12-2018 20:45,94,2,2,2,2,2
24-12-2018 02:52,4511795851768,4511795851768,24-12-2018 02:52,24-12-2018 03:34,42,3,3,8,8,2
04-12-2018 02:33,6979543847397,6979543847397,04-12-2018 02:33,04-12-2018 03:19,46,6,6,4,4,1
22-12-2018 02:19,6609279934005,6609279934005,22-12-2018 02:19,22-12-2018 02:38,19,6,6,2,2,1
27-12-2018 05:42,5684954358187,5684954358187,27-12-2018 05:42,27-12-2018 05:55,13,3,3,1,1,1
03-12-2018 09:15,5725886890025,5725886890025,03-12-2018 09:15,03-12-2018 10:19,64,3,3,4,4,2
24-12-2018 15:06,8141851194912,8141851194912,24-12-2018 15:06,24-12-2018 15:31,25,5,5,8,8,2
15-12-2018 01:47,7650367120842,7650367120842,15-12-2018 01:47,15-12-2018 02:50,63,6,6,2,2,1
07-12-2018 22:45,9448126282444,9448126282444,07-12-2018 22:45,08-12-2018 00:08,83,3,3,5,5,1
22-12-2018 21:56,4203580896294,4203580896294,22-12-2018 21:56,22-12-2018 22:17,21,2,2,2,2,2
29-12-2018 11:17,5664135014959,5664135014959,29-12-2018 11:17,29-12-2018 12:09,52,7,7,3,3,1
26-12-2018 18:47,5782821271132,5782821271132,26-12-2018 18:47,26-12-2018 20:02,75,3,3,7,7,1
18-12-2018 04:02,0941937132114,0941937132114,18-12-2018 04:02,18-12-2018 05:37,95,2,2,9,9,2
09-12-2018 22:18,4340503902683,4340503902683,09-12-2018 22:18,09-12-2018 22:40,22,5,5,1,1,2
24-12-2018 15:57,7180706451026,7180706451026,24-12-2018 15:57,24-12-2018 16:48,51,9,9,8,8,1
19-12-2018 04:08,3173678845809,3173678845809,19-12-2018 04:08,19-12-2018 04:33,25,9,9,0,0,1
21-12-2018 02:57,6084583597660,6084583597660,21-12-2018 02:57,21-12-2018 03:02,5,5,5,2,2,1
13-12-2018 10:20,3789879255763,3789879255763,13-12-2018 10:20,13-12-2018 11:22,62,1,1,4,4,1
28-12-2018 17:58,9970333875819,9970333875819,28-12-2018 17:58,28-12-2018 19:31,93,2,2,9,9,2
19-12-2018 12:09,9382215449451,9382215449451,19-12-2018 12:09,19-12-2018 13:40,91,8,8,2,2,1
24-12-2018 17:17,2191461756329,2191461756329,24-12-2018 17:17,24-12-2018 17:57,40,4,4,6,6,2
03-12-2018 07:55,9728399184506,9728399184506,03-12-2018 07:55,03-12-2018 09:33,98,7,7,1,1,1
22-12-2018 01:21,5502240577416,5502240577416,22-12-2018 01:21,22-12-2018 02:57,96,7,7,7,7,2
22-12-2018 22:29,3787845032042,3787845032042,22-12-2018 22:29,22-12-2018 23:33,64,3,3,4,4,2
21-12-2018 00:51,7079987352899,7079987352899,21-12-2018 00:51,21-12-2018 02:01,70,2,2,8,8,1
18-12-2018 13:17,4446531913506,4446531913506,18-12-2018 13:17,18-12-2018 14:47,90,4,4,3,3,2
20-12-2018 07:30,6830111397341,6830111397341,20-12-2018 07:30,20-12-2018 08:59,89,5,5,4,4,2
28-12-2018 01:11,9886944650992,9886944650992,28-12-2018 01:11,28-12-2018 02:19,68,4,4,0,0,2
18-12-2018 16:53,4506122428088,4506122428088,18-12-2018 16:53,18-12-2018 18:29,96,9,9,2,2,2
16-12-2018 08:42,2922257347319,2922257347319,16-12-2018 08:42,16-12-2018 09:51,69,1,1,9,9,1
16-12-2018 13:39,5540179501885,5540179501885,16-12-2018 13:39,16-12-2018 14:06,27,9,9,9,9,2
19-12-2018 07:27,8804507184810,8804507184810,19-12-2018 07:27,19-12-2018 08:45,78,5,5,7,7,2
03-12-2018 13:53,8176499522115,8176499522115,03-12-2018 13:54,03-12-2018 14:22,29,1,1,8,8,2
30-12-2018 18:38,5016572798816,5016572798816,30-12-2018 18:38,30-12-2018 18:40,2,8,8,9,9,2
17-12-2018 12:49,8615576052861,8615576052861,17-12-2018 12:49,17-12-2018 14:05,76,8,8,1,1,1
12-12-2018 11:55,6246140073119,6246140073119,12-12-2018 11:55,12-12-2018 12:55,60,8,8,2,2,1
16-12-2018 08:12,3325624944724,3325624944724,16-12-2018 08:12,16-12-2018 09:23,71,2,2,2,2,1
26-12-2018 12:27,6993920925243,6993920925243,26-12-2018 12:27,26-12-2018 13:52,85,3,3,6,6,1
11-12-2018 22:46,3832771492817,3832771492817,11-12-2018 22:46,11-12-2018 22:49,3,1,1,2,2,1
08-12-2018 22:34,4230408870992,4230408870992,08-12-2018 22:34,08-12-2018 23:34,60,7,7,7,7,2
20-12-2018 09:45,3451658817328,3451658817328,20-12-2018 09:45,20-12-2018 10:39,54,4,4,0,0,1
13-12-2018 16:10,5614343508672,5614343508672,13-12-2018 16:10,13-12-2018 16:41,31,0,0,7,7,1
18-12-2018 13:05,7053140874401,7053140874401,18-12-2018 13:05,18-12-2018 14:16,71,3,3,0,0,2
24-12-2018 15:03,3219249579025,3219249579025,24-12-2018 15:04,24-12-2018 15:12,9,8,8,7,7,2
19-12-2018 08:40,0731982785363,0731982785363,19-12-2018 08:40,19-12-2018 10:09,89,6,6,2,2,2
26-12-2018 03:16,0965077586622,0965077586622,26-12-2018 03:16,26-12-2018 04:18,62,7,7,7,7,1
09-12-2018 18:18,0870903472667,0870903472667,09-12-2018 18:18,09-12-2018 18:25,7,5,5,6,6,2
07-12-2018 10:14,0756016412635,0756016412635,07-12-2018 10:14,07-12-2018 10:28,14,6,6,5,5,2
18-12-2018 10:30,1096908873627,1096908873627,18-12-2018 10:30,18-12-2018 11:34,64,7,7,8,8,1
11-12-2018 20:09,9137354288764,9137354288764,11-12-2018 20:09,11-12-2018 21:40,91,3,3,0,0,2
24-12-2018 23:00,0497445326356,0497445326356,24-12-2018 23:00,24-12-2018 23:42,42,1,1,7,7,1
17-12-2018 21:20,1989886004117,1989886004117,17-12-2018 21:20,17-12-2018 22:12,52,4,4,6,6,2
17-12-2018 10:21,9336121092696,9336121092696,17-12-2018 10:21,17-12-2018 11:40,79,2,2,6,6,2
19-12-2018 13:38,7038473710688,7038473710688,19-12-2018 13:38,19-12-2018 14:37,59,2,2,1,1,2
08-12-2018 16:17,1650348638095,1650348638095,08-12-2018 16:17,08-12-2018 16:53,36,1,1,9,9,1
09-12-2018 22:47,0237658151508,0237658151508,09-12-2018 22:47,10-12-2018 00:25,98,0,0,9,9,2
02-12-2018 07:19,5883269618403,5883269618403,02-12-2018 07:19,02-12-2018 08:19,60,9,9,4,4,2
17-12-2018 13:24,5945373871684,5945373871684,17-12-2018 13:24,17-12-2018 14:13,49,5,5,8,8,2
01-12-2018 13:02,8906057871675,8906057871675,01-12-2018 13:02,01-12-2018 14:36,94,5,5,5,5,1
08-12-2018 08:20,9036574177353,9036574177353,08-12-2018 08:20,08-12-2018 08:29,9,0,0,8,8,1
19-12-2018 04:26,9613789103686,9613789103686,19-12-2018 04:26,19-12-2018 05:03,37,6,6,9,9,1
19-12-2018 18:32,1760037736637,1760037736637,19-12-2018 18:32,19-12-2018 19:05,33,5,5,1,1,2
08-12-2018 21:40,0046468780639,0046468780639,08-12-2018 21:40,08-12-2018 22:27,47,5,5,6,6,1
04-12-2018 15:07,3622142619906,3622142619906,04-12-2018 15:07,04-12-2018 15:16,9,6,6,0,0,2
29-12-2018 15:03,4088032664025,4088032664025,29-12-2018 15:03,29-12-2018 16:10,67,7,7,4,4,1
03-12-2018 11:13,7365536980650,7365536980650,03-12-2018 11:14,03-12-2018 12:49,96,7,7,7,7,1
26-12-2018 04:48,0911501626934,0911501626934,26-12-2018 04:48,26-12-2018 06:25,97,5,5,8,8,2
24-12-2018 11:06,0369533871927,0369533871927,24-12-2018 11:06,24-12-2018 12:45,99,6,6,6,6,1
18-12-2018 09:19,6382298309472,6382298309472,18-12-2018 09:19,18-12-2018 10:46,87,4,4,7,7,1
11-12-2018 00:17,3877743662050,3877743662050,11-12-2018 00:17,11-12-2018 01:31,74,1,1,2,2,1
09-12-2018 15:00,8756484809448,8756484809448,09-12-2018 15:00,09-12-2018 15:43,43,3,3,0,0,2
01-12-2018 11:00,4060158046659,4060158046659,01-12-2018 11:00,01-12-2018 12:14,74,0,0,3,3,1
17-12-2018 21:12,3649177461741,3649177461741,17-12-2018 21:12,17-12-2018 22:01,49,7,7,3,3,1
23-12-2018 18:49,7388684660766,7388684660766,23-12-2018 18:49,23-12-2018 20:09,80,7,7,0,0,2
18-12-2018 17:44,2249305003570,2249305003570,18-12-2018 17:44,18-12-2018 18:26,42,9,9,4,4,2
10-12-2018 21:52,3456863938901,3456863938901,10-12-2018 21:52,10-12-2018 22:30,38,5,5,9,9,2
07-12-2018 21:16,0388875141153,0388875141153,07-12-2018 21:16,07-12-2018 21:56,40,4,4,1,1,1
26-12-2018 19:19,9815159978381,9815159978381,26-12-2018 19:19,26-12-2018 20:31,72,5,5,8,8,1
19-12-2018 06:58,2332406836758,2332406836758,19-12-2018 06:58,19-12-2018 08:06,68,4,4,0,0,1
