start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
06-02-2023 15:48,1080052933266,1080052933266,06-02-2023 15:48,06-02-2023 16:34,46,0,0,8,8,1,3,16,200
18-02-2023 08:47,4630488429859,4630488429859,18-02-2023 08:47,18-02-2023 09:33,46,2,2,0,0,2,2,18,500
02-02-2023 09:37,7190587335595,7190587335595,02-02-2023 09:37,02-02-2023 09:46,9,6,6,9,9,1,2,18,200
23-02-2023 17:11,9712884067907,9712884067907,23-02-2023 17:11,23-02-2023 18:39,88,3,3,7,7,2,3,16,200
23-02-2023 18:49,0932326257069,0932326257069,23-02-2023 18:49,23-02-2023 18:58,9,7,7,2,2,2,1,17,300
03-02-2023 00:39,5595899413989,5595899413989,03-02-2023 00:39,03-02-2023 01:27,48,6,6,7,7,1,1,18,300
03-02-2023 06:56,1450510118527,1450510118527,03-02-2023 06:56,03-02-2023 08:03,67,0,0,3,3,1,3,16,200
11-02-2023 20:45,6227078262961,6227078262961,11-02-2023 20:45,11-02-2023 21:03,18,8,8,9,9,2,1,17,404
24-02-2023 22:27,5293845057697,5293845057697,24-02-2023 22:27,24-02-2023 22:45,18,4,4,5,5,1,1,16,200
05-02-2023 12:56,0534509630354,0534509630354,05-02-2023 12:56,05-02-2023 13:10,14,6,6,4,4,2,1,18,200
06-02-2023 03:22,8666967523817,8666967523817,06-02-2023 03:22,06-02-2023 03:24,2,8,8,1,1,1,1,16,200
27-02-2023 15:38,9461905034565,9461905034565,27-02-2023 15:38,27-02-2023 17:16,98,1,1,4,4,1,2,16,500
05-02-2023 16:28,2988110437391,2988110437391,05-02-2023 16:28,05-02-2023 16:38,10,8,8,3,3,2,1,18,200
05-02-2023 10:22,1875750979870,1875750979870,05-02-2023 10:22,05-02-2023 11:42,80,4,4,5,5,2,3,18,200
17-02-2023 17:50,2853828223921,2853828223921,17-02-2023 17:50,17-02-2023 18:34,44,9,9,8,8,1,1,16,404
25-02-2023 10:14,0763298558968,0763298558968,25-02-2023 10:14,25-02-2023 10:38,24,9,9,3,3,1,3,18,200
09-02-2023 12:24,1653668326061,1653668326061,09-02-2023 12:24,09-02-2023 13:45,81,3,3,8,8,1,2,17,200
12-02-2023 13:20,8320571526177,8320571526177,12-02-2023 13:20,12-02-2023 13:38,18,4,4,8,8,2,3,16,200
05-02-2023 10:31,6083327598677,6083327598677,05-02-2023 10:31,05-02-2023 11:04,33,4,4,7,7,2,3,18,300
04-02-2023 04:51,8160054015423,8160054015423,04-02-2023 04:51,04-02-2023 05:00,9,8,8,7,7,1,1,16,404
23-02-2023 17:36,9284691436234,9284691436234,23-02-2023 17:36,23-02-2023 17:47,11,0,0,3,3,2,2,16,200
15-02-2023 09:44,3629982988446,3629982988446,15-02-2023 09:44,15-02-2023 11:07,83,9,9,2,2,2,3,16,404
23-02-2023 19:55,9881644603783,9881644603783,23-02-2023 19:55,23-02-2023 21:16,81,0,0,8,8,1,3,16,404
21-02-2023 19:37,6215798472386,6215798472386,21-02-2023 19:37,21-02-2023 20:23,46,2,2,1,1,2,2,16,200
