start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction,service_type,release_cause_number,sip_response
27-08-2022 07:17,9998834077555,9998834077555,27-08-2022 07:17,27-08-2022 08:30,73,7,7,2,2,1,1,17,300
05-08-2022 02:50,9635336610308,9635336610308,05-08-2022 02:50,05-08-2022 03:48,58,1,1,0,0,2,2,16,200
07-08-2022 08:50,4639702216112,4639702216112,07-08-2022 08:50,07-08-2022 09:57,67,6,6,7,7,2,1,17,404
09-08-2022 15:10,2944727424150,2944727424150,09-08-2022 15:10,09-08-2022 15:31,21,5,5,0,0,1,3,18,300
11-08-2022 06:24,4213139318132,4213139318132,11-08-2022 06:24,11-08-2022 07:27,63,7,7,4,4,1,3,17,300
21-08-2022 05:34,4041451929310,4041451929310,21-08-2022 05:34,21-08-2022 06:44,70,2,2,0,0,2,2,16,200
12-08-2022 00:41,3192674848011,3192674848011,12-08-2022 00:41,12-08-2022 00:59,18,1,1,6,6,2,1,16,200
13-08-2022 19:04,0377712747153,0377712747153,13-08-2022 19:04,13-08-2022 20:29,85,1,1,2,2,2,1,16,500
27-08-2022 18:35,1576037916900,1576037916900,27-08-2022 18:35,27-08-2022 18:50,15,1,1,1,1,1,1,18,200
26-08-2022 00:20,9457118647171,9457118647171,26-08-2022 00:20,26-08-2022 01:07,47,5,5,2,2,1,1,16,404
02-08-2022 03:21,7087753528065,7087753528065,02-08-2022 03:21,02-08-2022 04:47,86,3,3,0,0,2,1,16,300
24-08-2022 14:11,5951564871536,5951564871536,24-08-2022 14:11,24-08-2022 14:48,37,5,5,1,1,2,2,17,300
05-08-2022 19:52,2667978128694,2667978128694,05-08-2022 19:52,05-08-2022 20:16,24,6,6,9,9,1,3,17,200
16-08-2022 01:19,6367749713253,6367749713253,16-08-2022 01:19,16-08-2022 01:19,0,6,6,4,4,2,3,18,200
15-08-2022 20:29,5438743128867,5438743128867,15-08-2022 20:29,15-08-2022 21:43,74,9,9,5,5,1,2,18,300
21-08-2022 07:26,0117179867251,0117179867251,21-08-2022 07:26,21-08-2022 07:46,20,5,5,3,3,2,1,16,200
30-08-2022 13:37,5660671285712,5660671285712,30-08-2022 13:37,30-08-2022 14:38,61,5,5,8,8,1,2,16,200
09-08-2022 14:59,8755081392447,8755081392447,09-08-2022 14:59,09-08-2022 15:01,2,8,8,4,4,2,1,17,200
26-08-2022 21:39,7882989436858,7882989436858,26-08-2022 21:40,26-08-2022 22:13,34,9,9,6,6,1,1,16,500
19-08-2022 03:20,5686395662015,5686395662015,19-08-2022 03:20,19-08-2022 03:22,2,4,4,8,8,1,2,16,500
12-08-2022 06:40,2290334196402,2290334196402,12-08-2022 06:40,12-08-2022 07:18,38,0,0,9,9,1,3,17,200
25-08-2022 22:18,7718379418370,7718379418370,25-08-2022 22:18,25-08-2022 23:46,88,5,5,4,4,2,2,18,404
25-08-2022 03:01,0932320911881,0932320911881,25-08-2022 03:01,25-08-2022 03:21,20,0,0,3,3,2,2,18,300
14-08-2022 12:05,6145056963205,6145056963205,14-08-2022 12:05,14-08-2022 12:05,0,1,1,9,9,2,1,18,200
04-08-2022 21:51,1964145490039,1964145490039,04-08-2022 21:51,04-08-2022 23:16,85,6,6,9,9,2,3,17,300
20-08-2022 21:31,9769916582115,9769916582115,20-08-2022 21:31,20-08-2022 21:40,9,7,7,0,0,2,2,17,404
15-08-2022 19:36,4762769044860,4762769044860,15-08-2022 19:36,15-08-2022 19:42,6,3,3,4,4,1,2,16,500
20-08-2022 09:51,7818663411242,7818663411242,20-08-2022 09:51,20-08-2022 10:22,31,1,1,2,2,1,2,16,500
29-08-2022 11:54,1406423469172,1406423469172,29-08-2022 11:54,29-08-2022 13:31,97,6,6,6,6,1,2,18,200
18-08-2022 21:18,7994423510021,7994423510021,18-08-2022 21:18,18-08-2022 22:32,74,9,9,9,9,2,1,18,404
09-08-2022 13:49,0589504896512,0589504896512,09-08-2022 13:49,09-08-2022 13:51,2,5,5,9,9,1,1,16,200
05-08-2022 12:12,1328231188227,1328231188227,05-08-2022 12:12,05-08-2022 13:46,94,3,3,6,6,1,3,16,200
22-08-2022 00:50,0560855841564,0560855841564,22-08-2022 00:50,22-08-2022 01:57,67,5,5,8,8,2,1,18,300
22-08-2022 09:44,8566822912603,8566822912603,22-08-2022 09:44,22-08-2022 11:11,87,3,3,3,3,2,2,16,200
19-08-2022 12:39,8798079283279,8798079283279,19-08-2022 12:39,19-08-2022 13:50,71,5,5,5,5,1,2,18,404
07-08-2022 09:14,4523616872589,4523616872589,07-08-2022 09:14,07-08-2022 09:56,42,1,1,3,3,2,1,18,200
23-08-2022 00:28,1031934905564,1031934905564,23-08-2022 00:28,23-08-2022 01:11,43,9,9,4,4,1,1,16,404
25-08-2022 19:28,5633214838506,5633214838506,25-08-2022 19:28,25-08-2022 19:41,13,7,7,5,5,1,3,17,300
27-08-2022 12:21,0276445869374,0276445869374,27-08-2022 12:21,27-08-2022 13:12,51,3,3,4,4,1,3,16,500
30-08-2022 14:46,4239205966179,4239205966179,30-08-2022 14:46,30-08-2022 14:57,11,1,1,4,4,2,3,17,300
08-08-2022 22:34,5978718453858,5978718453858,08-08-2022 22:34,08-08-2022 23:43,69,2,2,4,4,1,1,16,500
24-08-2022 06:02,0245324212323,0245324212323,24-08-2022 06:02,24-08-2022 07:37,95,6,6,7,7,2,1,16,300
06-08-2022 09:40,1029549673861,1029549673861,06-08-2022 09:40,06-08-2022 10:46,66,3,3,5,5,2,1,17,300
16-08-2022 18:49,4074097896701,4074097896701,16-08-2022 18:49,16-08-2022 19:49,60,3,3,0,0,1,2,17,300
22-08-2022 03:02,5406098837800,5406098837800,22-08-2022 03:02,22-08-2022 04:38,96,6,6,8,8,2,1,16,500
25-08-2022 01:29,8662971790961,8662971790961,25-08-2022 01:29,25-08-2022 02:35,66,7,7,6,6,1,3,16,200
13-08-2022 06:09,5233887436283,5233887436283,13-08-2022 06:09,13-08-2022 06:36,27,3,3,3,3,2,3,16,200
14-08-2022 18:43,6662869410562,6662869410562,14-08-2022 18:43,14-08-2022 20:11,88,8,8,8,8,1,3,17,200
10-08-2022 13:47,0662525319037,0662525319037,10-08-2022 13:47,10-08-2022 14:48,61,0,0,6,6,2,2,16,500
07-08-2022 04:06,1850281437033,1850281437033,07-08-2022 04:06,07-08-2022 05:42,96,0,0,1,1,2,1,17,200
01-08-2022 13:17,7614646170257,7614646170257,01-08-2022 13:17,01-08-2022 13:34,17,3,3,8,8,1,3,18,200
18-08-2022 09:32,7851736145045,7851736145045,18-08-2022 09:32,18-08-2022 11:10,98,2,2,2,2,1,3,17,300
27-08-2022 17:19,7598468937370,7598468937370,27-08-2022 17:19,27-08-2022 18:52,93,0,0,7,7,2,1,16,300
12-08-2022 16:15,8537589069065,8537589069065,12-08-2022 16:15,12-08-2022 17:11,56,9,9,2,2,2,3,18,404
23-08-2022 12:51,3932855228654,3932855228654,23-08-2022 12:51,23-08-2022 14:22,91,1,1,4,4,2,3,16,200
13-08-2022 02:32,9427706192959,9427706192959,13-08-2022 02:32,13-08-2022 03:45,73,1,1,1,1,1,3,17,300
17-08-2022 12:23,6147239000867,6147239000867,17-08-2022 12:23,17-08-2022 12:57,34,5,5,2,2,2,2,16,300
22-08-2022 14:31,5129928962405,5129928962405,22-08-2022 14:31,22-08-2022 15:55,84,0,0,2,2,2,3,16,200
04-08-2022 06:03,4178532696580,4178532696580,04-08-2022 06:03,04-08-2022 07:36,93,4,4,3,3,2,1,16,404
08-08-2022 14:13,2902030944137,2902030944137,08-08-2022 14:13,08-08-2022 14:34,21,0,0,2,2,2,3,18,200
11-08-2022 06:08,6662234571303,6662234571303,11-08-2022 06:08,11-08-2022 06:22,14,0,0,9,9,2,1,16,404
17-08-2022 04:35,1813990434272,1813990434272,17-08-2022 04:35,17-08-2022 05:35,60,1,1,1,1,2,2,18,500
20-08-2022 20:25,6824943004632,6824943004632,20-08-2022 20:25,20-08-2022 21:15,50,7,7,7,7,1,3,16,200
11-08-2022 18:46,9105707512418,9105707512418,11-08-2022 18:46,11-08-2022 20:06,80,2,2,7,7,1,3,17,404
12-08-2022 04:58,1158804655544,1158804655544,12-08-2022 04:58,12-08-2022 06:14,76,5,5,1,1,1,1,16,404
03-08-2022 03:59,4665825893971,4665825893971,03-08-2022 03:59,03-08-2022 04:17,18,6,6,4,4,1,2,18,300
14-08-2022 07:13,2418819320575,2418819320575,14-08-2022 07:13,14-08-2022 08:14,61,1,1,1,1,1,1,16,200
10-08-2022 13:30,5188732228982,5188732228982,10-08-2022 13:30,10-08-2022 13:50,20,1,1,8,8,1,1,18,300
09-08-2022 14:38,0484758582776,0484758582776,09-08-2022 14:38,09-08-2022 15:24,46,5,5,1,1,2,3,18,200
04-08-2022 00:26,0191151568073,0191151568073,04-08-2022 00:26,04-08-2022 01:27,61,2,2,1,1,1,2,17,200
25-08-2022 09:09,1219665255478,1219665255478,25-08-2022 09:09,25-08-2022 09:55,46,1,1,2,2,1,2,16,200
08-08-2022 18:52,8282213766811,8282213766811,08-08-2022 18:52,08-08-2022 19:57,65,5,5,1,1,1,1,16,300
15-08-2022 02:26,5856668369745,5856668369745,15-08-2022 02:26,15-08-2022 02:57,31,3,3,9,9,1,3,17,200
24-08-2022 06:44,6495082548703,6495082548703,24-08-2022 06:44,24-08-2022 08:03,79,6,6,2,2,1,3,17,200
16-08-2022 06:08,9855381709668,9855381709668,16-08-2022 06:08,16-08-2022 06:28,20,1,1,1,1,1,1,18,404
25-08-2022 01:33,9323236614332,9323236614332,25-08-2022 01:33,25-08-2022 01:47,14,4,4,4,4,1,2,16,300
22-08-2022 02:37,9888017982009,9888017982009,22-08-2022 02:37,22-08-2022 02:54,17,4,4,5,5,1,2,16,200
27-08-2022 14:31,8350309320931,8350309320931,27-08-2022 14:31,27-08-2022 14:36,5,3,3,8,8,2,3,17,404
22-08-2022 08:45,9406221941494,9406221941494,22-08-2022 08:45,22-08-2022 08:59,14,6,6,0,0,1,3,18,200
07-08-2022 00:21,4145253919035,4145253919035,07-08-2022 00:21,07-08-2022 01:08,47,0,0,9,9,1,2,16,200
16-08-2022 10:56,1277894982125,1277894982125,16-08-2022 10:56,16-08-2022 11:58,62,0,0,9,9,1,1,16,500
01-08-2022 03:13,9712102818438,9712102818438,01-08-2022 03:13,01-08-2022 03:33,20,2,2,6,6,1,1,16,200
17-08-2022 15:47,6504342155236,6504342155236,17-08-2022 15:47,17-08-2022 16:14,27,2,2,8,8,1,1,17,200
16-08-2022 07:59,0620347531851,0620347531851,16-08-2022 07:59,16-08-2022 09:32,93,9,9,5,5,1,3,16,404
09-08-2022 01:37,4087981190708,4087981190708,09-08-2022 01:37,09-08-2022 02:24,47,1,1,3,3,2,1,16,404
15-08-2022 11:46,2268440480721,2268440480721,15-08-2022 11:46,15-08-2022 12:46,60,8,8,8,8,2,1,17,500
28-08-2022 03:26,1969619440068,1969619440068,28-08-2022 03:26,28-08-2022 04:34,68,0,0,1,1,2,3,18,404
19-08-2022 23:41,4397007295898,4397007295898,19-08-2022 23:41,20-08-2022 00:54,73,5,5,5,5,1,3,16,200
07-08-2022 14:52,7555267238470,7555267238470,07-08-2022 14:52,07-08-2022 16:02,70,2,2,2,2,2,2,16,300
11-08-2022 17:17,2896691767119,2896691767119,11-08-2022 17:17,11-08-2022 17:50,33,7,7,7,7,1,2,18,404
03-08-2022 16:31,2728009564160,2728009564160,03-08-2022 16:31,03-08-2022 17:57,86,2,2,9,9,2,2,18,200
29-08-2022 19:04,3354088444171,3354088444171,29-08-2022 19:04,29-08-2022 19:31,27,0,0,6,6,1,3,18,300
05-08-2022 15:28,9110347643196,9110347643196,05-08-2022 15:28,05-08-2022 16:51,83,8,8,0,0,1,2,18,500
16-08-2022 03:58,7160694173162,7160694173162,16-08-2022 03:58,16-08-2022 04:04,6,2,2,7,7,1,1,18,200
13-08-2022 07:22,9036191662610,9036191662610,13-08-2022 07:22,13-08-2022 07:34,12,5,5,7,7,2,2,16,500
04-08-2022 07:33,2089378887642,2089378887642,04-08-2022 07:33,04-08-2022 08:10,37,2,2,8,8,1,3,16,200
