start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
05-01-2018 23:04,1368693914488,1368693914488,05-01-2018 23:04,05-01-2018 23:51,47,5,5,0,0,1
13-01-2018 23:15,7661681928241,7661681928241,13-01-2018 23:15,13-01-2018 23:58,43,8,8,0,0,2
09-01-2018 07:57,9654733897266,9654733897266,09-01-2018 07:57,09-01-2018 08:32,35,3,3,0,0,2
21-01-2018 09:42,9924750820594,9924750820594,21-01-2018 09:42,21-01-2018 10:50,68,3,3,4,4,1
21-01-2018 16:28,6195448494152,6195448494152,21-01-2018 16:28,21-01-2018 16:49,21,5,5,4,4,1
25-01-2018 03:19,2460723593333,2460723593333,25-01-2018 03:19,25-01-2018 04:48,89,4,4,3,3,1
11-01-2018 01:36,7730405547844,7730405547844,11-01-2018 01:36,11-01-2018 02:18,42,6,6,4,4,1
21-01-2018 06:04,2665587142535,2665587142535,21-01-2018 06:05,21-01-2018 06:42,38,3,3,6,6,1
10-01-2018 02:03,1166404533505,1166404533505,10-01-2018 02:03,10-01-2018 03:09,66,8,8,8,8,1
20-01-2018 06:28,1787816819583,1787816819583,20-01-2018 06:28,20-01-2018 07:14,46,9,9,9,9,1
10-01-2018 22:28,5224759076717,5224759076717,10-01-2018 22:28,10-01-2018 23:16,48,0,0,7,7,2
09-01-2018 06:56,4040279192557,4040279192557,09-01-2018 06:56,09-01-2018 07:26,30,0,0,7,7,1
17-01-2018 04:32,6867914843422,6867914843422,17-01-2018 04:32,17-01-2018 05:43,71,3,3,4,4,2
27-01-2018 06:37,1560932140117,1560932140117,27-01-2018 06:37,27-01-2018 07:26,49,1,1,2,2,2
09-01-2018 13:32,5443344016022,5443344016022,09-01-2018 13:32,09-01-2018 15:05,93,8,8,3,3,2
21-01-2018 21:10,0828561833882,0828561833882,21-01-2018 21:10,21-01-2018 21:19,9,8,8,8,8,2
02-01-2018 03:02,7532454108541,7532454108541,02-01-2018 03:02,02-01-2018 04:14,72,3,3,6,6,1
15-01-2018 21:58,2086649054519,2086649054519,15-01-2018 21:58,15-01-2018 23:37,99,9,9,0,0,1
11-01-2018 08:52,9023838260060,9023838260060,11-01-2018 08:52,11-01-2018 09:14,22,4,4,4,4,1
10-01-2018 18:55,4919778036256,4919778036256,10-01-2018 18:56,10-01-2018 19:19,24,9,9,4,4,2
25-01-2018 19:00,7979478389216,7979478389216,25-01-2018 19:00,25-01-2018 20:30,90,1,1,3,3,2
22-01-2018 16:48,5034421316035,5034421316035,22-01-2018 16:48,22-01-2018 18:01,73,8,8,8,8,2
01-01-2018 02:30,5582023505180,5582023505180,01-01-2018 02:30,01-01-2018 03:35,65,1,1,3,3,2
11-01-2018 13:55,4970031485634,4970031485634,11-01-2018 13:55,11-01-2018 15:21,86,2,2,9,9,1
26-01-2018 08:12,6795628735841,6795628735841,26-01-2018 08:12,26-01-2018 08:46,34,3,3,6,6,2
19-01-2018 13:54,8362553282809,8362553282809,19-01-2018 13:54,19-01-2018 14:26,32,5,5,8,8,1
09-01-2018 10:41,5517656338662,5517656338662,09-01-2018 10:41,09-01-2018 10:54,13,8,8,9,9,2
16-01-2018 11:42,7458328062552,7458328062552,16-01-2018 11:42,16-01-2018 12:23,41,1,1,1,1,1
16-01-2018 20:39,1547826110658,1547826110658,16-01-2018 20:39,16-01-2018 22:08,89,2,2,8,8,1
14-01-2018 04:19,1430096462133,1430096462133,14-01-2018 04:19,14-01-2018 05:46,87,5,5,6,6,2
03-01-2018 20:31,2476701038268,2476701038268,03-01-2018 20:31,03-01-2018 21:37,66,8,8,1,1,2
14-01-2018 12:12,9074283045332,9074283045332,14-01-2018 12:12,14-01-2018 12:30,18,5,5,9,9,2
02-01-2018 15:36,7988582485049,7988582485049,02-01-2018 15:36,02-01-2018 16:35,59,1,1,1,1,2
26-01-2018 10:17,1936237828696,1936237828696,26-01-2018 10:17,26-01-2018 10:43,26,5,5,4,4,1
05-01-2018 16:12,3523636219089,3523636219089,05-01-2018 16:12,05-01-2018 16:54,42,0,0,1,1,2
17-01-2018 07:23,2156042103518,2156042103518,17-01-2018 07:23,17-01-2018 08:59,96,1,1,0,0,1
05-01-2018 16:31,4890770781168,4890770781168,05-01-2018 16:31,05-01-2018 17:44,73,7,7,8,8,1
22-01-2018 19:43,4731988579134,4731988579134,22-01-2018 19:43,22-01-2018 20:35,52,6,6,8,8,2
08-01-2018 06:08,4626474427959,4626474427959,08-01-2018 06:08,08-01-2018 07:10,62,8,8,5,5,1
11-01-2018 15:04,3929326062683,3929326062683,11-01-2018 15:04,11-01-2018 15:12,8,4,4,1,1,2
22-01-2018 07:06,9667778308195,9667778308195,22-01-2018 07:06,22-01-2018 07:06,0,1,1,2,2,1
21-01-2018 08:58,7127994846978,7127994846978,21-01-2018 08:58,21-01-2018 10:25,87,1,1,5,5,1
10-01-2018 09:41,7842299974864,7842299974864,10-01-2018 09:41,10-01-2018 11:13,92,8,8,2,2,2
03-01-2018 18:33,1276566196317,1276566196317,03-01-2018 18:33,03-01-2018 19:56,83,2,2,9,9,2
12-01-2018 09:59,3847129633851,3847129633851,12-01-2018 09:59,12-01-2018 11:01,62,3,3,0,0,2
27-01-2018 21:01,3437390126890,3437390126890,27-01-2018 21:01,27-01-2018 22:08,67,4,4,0,0,1
29-01-2018 21:03,8987640044818,8987640044818,29-01-2018 21:03,29-01-2018 22:09,66,7,7,4,4,2
26-01-2018 08:28,4251125291103,4251125291103,26-01-2018 08:28,26-01-2018 09:34,66,3,3,9,9,1
01-01-2018 02:17,5054107484718,5054107484718,01-01-2018 02:17,01-01-2018 03:03,46,4,4,1,1,1
22-01-2018 02:37,6338101556802,6338101556802,22-01-2018 02:37,22-01-2018 04:14,97,0,0,8,8,1
02-01-2018 20:49,4043260820836,4043260820836,02-01-2018 20:49,02-01-2018 21:21,32,8,8,2,2,1
21-01-2018 08:14,4714362816592,4714362816592,21-01-2018 08:14,21-01-2018 09:29,75,0,0,5,5,2
21-01-2018 01:12,1414776919729,1414776919729,21-01-2018 01:12,21-01-2018 01:19,7,3,3,1,1,2
12-01-2018 15:06,8858712355031,8858712355031,12-01-2018 15:06,12-01-2018 15:08,2,6,6,4,4,1
29-01-2018 09:01,3209082715722,3209082715722,29-01-2018 09:01,29-01-2018 09:18,17,3,3,5,5,2
24-01-2018 00:49,7053896432404,7053896432404,24-01-2018 00:49,24-01-2018 01:36,47,3,3,4,4,2
16-01-2018 03:56,8616386049164,8616386049164,16-01-2018 03:56,16-01-2018 04:29,33,8,8,1,1,1
19-01-2018 23:07,4420263568482,4420263568482,19-01-2018 23:07,19-01-2018 23:15,8,3,3,0,0,2
11-01-2018 18:07,0485463451766,0485463451766,11-01-2018 18:07,11-01-2018 18:36,29,7,7,1,1,1
25-01-2018 09:07,8119387230467,8119387230467,25-01-2018 09:07,25-01-2018 10:01,54,8,8,9,9,2
19-01-2018 10:43,5881463210079,5881463210079,19-01-2018 10:43,19-01-2018 10:52,9,6,6,7,7,2
11-01-2018 13:38,5715636747208,5715636747208,11-01-2018 13:38,11-01-2018 14:11,33,9,9,9,9,1
27-01-2018 17:00,3167133037006,3167133037006,27-01-2018 17:00,27-01-2018 18:29,89,2,2,1,1,2
20-01-2018 18:16,9143101961536,9143101961536,20-01-2018 18:16,20-01-2018 19:42,86,0,0,0,0,2
18-01-2018 18:36,3322120786005,3322120786005,18-01-2018 18:36,18-01-2018 19:53,77,9,9,5,5,2
10-01-2018 02:24,6761615576995,6761615576995,10-01-2018 02:24,10-01-2018 03:34,70,9,9,7,7,2
23-01-2018 22:30,9117184886281,9117184886281,23-01-2018 22:30,23-01-2018 23:22,52,4,4,5,5,1
28-01-2018 12:05,7304610620242,7304610620242,28-01-2018 12:05,28-01-2018 12:52,47,3,3,0,0,1
23-01-2018 11:25,2187403706363,2187403706363,23-01-2018 11:25,23-01-2018 12:07,42,1,1,8,8,1
08-01-2018 18:27,4913540301129,4913540301129,08-01-2018 18:27,08-01-2018 20:02,95,7,7,8,8,1
13-01-2018 22:14,9605777544346,9605777544346,13-01-2018 22:14,13-01-2018 22:52,38,7,7,3,3,2
11-01-2018 21:52,6134328309804,6134328309804,11-01-2018 21:52,11-01-2018 22:52,60,4,4,6,6,2
25-01-2018 08:47,6013419971889,6013419971889,25-01-2018 08:47,25-01-2018 10:20,93,2,2,2,2,1
18-01-2018 15:25,0407470139566,0407470139566,18-01-2018 15:25,18-01-2018 15:28,3,9,9,9,9,2
04-01-2018 10:07,4651911652144,4651911652144,04-01-2018 10:07,04-01-2018 10:43,36,1,1,8,8,1
15-01-2018 04:15,0217951265252,0217951265252,15-01-2018 04:15,15-01-2018 05:46,91,7,7,8,8,2
05-01-2018 14:46,0523417718308,0523417718308,05-01-2018 14:46,05-01-2018 15:24,38,8,8,5,5,1
28-01-2018 15:27,2206546385461,2206546385461,28-01-2018 15:27,28-01-2018 16:33,66,1,1,3,3,1
16-01-2018 21:48,1285561368648,1285561368648,16-01-2018 21:48,16-01-2018 23:08,80,2,2,8,8,2
24-01-2018 03:06,2887173642193,2887173642193,24-01-2018 03:06,24-01-2018 04:20,74,2,2,0,0,2
03-01-2018 12:09,4357996955709,4357996955709,03-01-2018 12:09,03-01-2018 12:09,0,1,1,3,3,2
05-01-2018 02:11,4809385822544,4809385822544,05-01-2018 02:11,05-01-2018 02:44,33,1,1,8,8,1
10-01-2018 10:26,0814352716397,0814352716397,10-01-2018 10:26,10-01-2018 10:32,6,4,4,8,8,2
30-01-2018 01:31,1393217216816,1393217216816,30-01-2018 01:31,30-01-2018 01:39,8,9,9,9,9,1
20-01-2018 09:26,8396920167498,8396920167498,20-01-2018 09:26,20-01-2018 09:48,22,3,3,6,6,1
26-01-2018 15:34,1957418150423,1957418150423,26-01-2018 15:34,26-01-2018 15:42,8,9,9,0,0,1
11-01-2018 17:22,2445568573338,2445568573338,11-01-2018 17:22,11-01-2018 18:20,58,1,1,1,1,1
21-01-2018 15:20,8452794159089,8452794159089,21-01-2018 15:20,21-01-2018 16:59,99,1,1,4,4,1
19-01-2018 22:12,8886717662258,8886717662258,19-01-2018 22:12,19-01-2018 22:52,40,3,3,4,4,1
03-01-2018 15:04,2559969858336,2559969858336,03-01-2018 15:04,03-01-2018 15:35,31,4,4,3,3,2
28-01-2018 22:47,4954833391937,4954833391937,28-01-2018 22:47,29-01-2018 00:11,84,4,4,7,7,1
01-01-2018 01:40,5597788981550,5597788981550,01-01-2018 01:40,01-01-2018 01:47,7,7,7,6,6,1
12-01-2018 04:41,4458757685591,4458757685591,12-01-2018 04:41,12-01-2018 04:50,9,9,9,2,2,1
25-01-2018 00:58,7600967011828,7600967011828,25-01-2018 00:58,25-01-2018 02:32,94,1,1,2,2,2
20-01-2018 08:49,4520720792264,4520720792264,20-01-2018 08:49,20-01-2018 10:05,76,7,7,7,7,2
16-01-2018 10:45,4711870749908,4711870749908,16-01-2018 10:45,16-01-2018 10:53,8,2,2,4,4,1
05-01-2018 22:13,2389370480870,2389370480870,05-01-2018 22:13,05-01-2018 22:45,32,5,5,4,4,2
12-01-2018 22:52,6011570864697,6011570864697,12-01-2018 22:52,13-01-2018 00:23,91,1,1,3,3,2
08-01-2018 10:09,0458160074446,0458160074446,08-01-2018 10:09,08-01-2018 11:10,61,2,2,2,2,2
23-01-2018 05:59,2967499272611,2967499272611,23-01-2018 05:59,23-01-2018 06:19,20,9,9,1,1,2
05-01-2018 22:53,2390830367283,2390830367283,05-01-2018 22:53,06-01-2018 00:18,85,1,1,0,0,1
22-01-2018 17:59,7870002480312,7870002480312,22-01-2018 17:59,22-01-2018 18:10,11,8,8,7,7,1
20-01-2018 08:44,3404909639077,3404909639077,20-01-2018 08:44,20-01-2018 10:07,83,6,6,1,1,1
20-01-2018 13:02,4132531026634,4132531026634,20-01-2018 13:02,20-01-2018 14:02,60,5,5,0,0,1
04-01-2018 23:12,7923547520755,7923547520755,04-01-2018 23:12,04-01-2018 23:55,43,5,5,7,7,2
01-01-2018 17:54,3572795260251,3572795260251,01-01-2018 17:54,01-01-2018 18:50,56,4,4,9,9,1
08-01-2018 11:39,3711999075615,3711999075615,08-01-2018 11:39,08-01-2018 12:30,51,6,6,2,2,2
08-01-2018 00:29,7782922669952,7782922669952,08-01-2018 00:29,08-01-2018 00:41,12,0,0,1,1,1
01-01-2018 14:27,0265529484745,0265529484745,01-01-2018 14:27,01-01-2018 15:04,37,5,5,3,3,1
25-01-2018 08:54,0740478540745,0740478540745,25-01-2018 08:54,25-01-2018 10:12,78,7,7,4,4,1
27-01-2018 00:17,0028838351104,0028838351104,27-01-2018 00:17,27-01-2018 01:14,57,0,0,6,6,1
30-01-2018 17:10,5866548128233,5866548128233,30-01-2018 17:10,30-01-2018 17:27,17,6,6,8,8,2
25-01-2018 00:53,8576305532499,8576305532499,25-01-2018 00:53,25-01-2018 01:09,16,2,2,6,6,2
24-01-2018 14:38,2660427086897,2660427086897,24-01-2018 14:38,24-01-2018 14:59,21,8,8,4,4,2
22-01-2018 01:39,4098951316618,4098951316618,22-01-2018 01:39,22-01-2018 02:25,46,6,6,8,8,2
01-01-2018 03:28,2622929210171,2622929210171,01-01-2018 03:28,01-01-2018 04:52,84,0,0,4,4,1
01-01-2018 07:51,6513149871341,6513149871341,01-01-2018 07:51,01-01-2018 08:36,45,7,7,8,8,1
17-01-2018 00:29,7174018659598,7174018659598,17-01-2018 00:29,17-01-2018 02:02,93,8,8,3,3,2
13-01-2018 21:42,4992992717121,4992992717121,13-01-2018 21:42,13-01-2018 22:52,70,0,0,3,3,2
30-01-2018 15:06,1216418273141,1216418273141,30-01-2018 15:06,30-01-2018 15:07,1,7,7,8,8,2
19-01-2018 13:06,9644173592687,9644173592687,19-01-2018 13:06,19-01-2018 13:17,11,5,5,9,9,2
26-01-2018 16:03,4406682457485,4406682457485,26-01-2018 16:03,26-01-2018 17:21,78,2,2,2,2,2
02-01-2018 01:17,9901723787550,9901723787550,02-01-2018 01:17,02-01-2018 01:34,17,8,8,8,8,2
16-01-2018 12:28,3310117728932,3310117728932,16-01-2018 12:28,16-01-2018 13:09,41,7,7,6,6,2
12-01-2018 22:03,4945687248390,4945687248390,12-01-2018 22:03,12-01-2018 23:12,69,6,6,8,8,2
06-01-2018 21:11,9189950194895,9189950194895,06-01-2018 21:11,06-01-2018 21:21,10,5,5,3,3,2
