start_datetime,translated_calling_number,translated_called_number,connect_datetime,disconnect_datetime,charged_duration,originating_carrier_id,originating_transit_carrier_id,terminating_carrier_id,terminating_transit_carrier_id,call_direction
2018-02-20 11:59:30,0272011532105,0272011532105,2018-02-20 11:59:31,2018-02-20 12:24:30,25,9,9,2,2,2
2018-02-25 08:14:07,5876871446107,5876871446107,2018-02-25 08:14:08,2018-02-25 09:07:07,53,9,9,5,5,2
2018-02-05 14:39:03,4535173344864,4535173344864,2018-02-05 14:39:04,2018-02-05 15:33:03,54,1,1,0,0,1
2018-02-21 05:24:56,6271282639148,6271282639148,2018-02-21 05:24:57,2018-02-21 06:53:56,89,8,8,3,3,2
2018-02-09 02:29:49,5434034770641,5434034770641,2018-02-09 02:29:50,2018-02-09 02:53:49,24,3,3,3,3,2
2018-02-05 14:24:00,2698016203199,2698016203199,2018-02-05 14:24:01,2018-02-05 15:44:00,80,5,5,8,8,2
2018-02-23 03:34:03,0085604209718,0085604209718,2018-02-23 03:34:04,2018-02-23 05:12:03,98,9,9,6,6,1
2018-02-11 13:19:07,8811000345567,8811000345567,2018-02-11 13:19:08,2018-02-11 14:13:07,54,6,6,0,0,1
2018-02-20 13:17:42,8820771328134,8820771328134,2018-02-20 13:17:43,2018-02-20 14:18:42,61,3,3,8,8,1
2018-02-21 09:36:12,0785774468229,0785774468229,2018-02-21 09:36:13,2018-02-21 11:10:12,94,0,0,9,9,2
2018-02-03 17:46:34,3674675198064,3674675198064,2018-02-03 17:46:35,2018-02-03 18:13:34,27,3,3,8,8,1
2018-02-27 22:38:26,3474541796213,3474541796213,2018-02-27 22:38:27,2018-02-27 22:44:26,6,5,5,8,8,1
2018-02-15 12:53:40,6039180176228,6039180176228,2018-02-15 12:53:41,2018-02-15 13:34:40,41,2,2,5,5,1
2018-02-09 21:08:31,6446920091443,6446920091443,2018-02-09 21:08:32,2018-02-09 22:05:31,57,7,7,6,6,2
2018-02-15 18:13:15,5223253124058,5223253124058,2018-02-15 18:13:16,2018-02-15 18:15:15,2,9,9,4,4,2
2018-02-07 05:52:50,7512167542062,7512167542062,2018-02-07 05:52:51,2018-02-07 06:51:50,59,9,9,0,0,2
2018-02-23 11:47:54,0865223817219,0865223817219,2018-02-23 11:47:55,2018-02-23 12:34:54,47,4,4,2,2,1
2018-02-05 13:49:22,8542812428080,8542812428080,2018-02-05 13:49:23,2018-02-05 14:09:22,20,2,2,8,8,2
